Year,Quarter,QuarterQF,HB,HBQF,Location,LocationQF,Specialty,SpecialtyQF,SpecialtyName,SpecialtyNameQF,AllStaffedBeddays,AllStaffedBeddaysQF,TotalOccupiedBeddays,TotalOccupiedBeddaysQF,AverageAvailableStaffedBeds,AverageAvailableStaffedBedsQF,AverageOccupiedBeds,AverageOccupiedBedsQF,PercentageOccupancy,PercentageOccupancyQF
2021,Q1,,S08000029,,F805H,,G1,,General Psychiatry (Mental Illness),,2581,,1702,,28.67777778,,18.91111111,,65.94343278,
2021,Q1,,S08000029,,S08000029,d,G1,,General Psychiatry (Mental Illness),,9982,,6308,,110.9111111,,70.08888889,,63.19374875,
2021,Q2,,S08000029,,F805H,,G1,,General Psychiatry (Mental Illness),,2620,,1723,,28.79120879,,18.93406593,,65.76335878,
2021,Q2,,S08000029,,S08000029,d,G1,,General Psychiatry (Mental Illness),,10106,,6173,,111.0549451,,67.83516484,,61.08252523,
2021,Q3,,S08000029,,F805H,,G1,,General Psychiatry (Mental Illness),,2652,,1588,,28.82608696,,17.26086957,,59.87933635,
2021,Q3,,S08000029,,S08000029,d,G1,,General Psychiatry (Mental Illness),,10176,,6281,,110.6086957,,68.27173913,,61.72366352,
2021,Q4,p,S08000029,,F704H,,G1,,General Psychiatry (Mental Illness),,13,,13,,0.141304348,,0.141304348,,100,
2021,Q4,p,S08000029,,F805H,,G1,,General Psychiatry (Mental Illness),,2660,,1629,,28.91304348,,17.70652174,,61.2406015,
2021,Q4,p,S08000029,,S08000029,d,G1,,General Psychiatry (Mental Illness),,10329,,6501,,112.2717391,,70.66304348,,62.93929712,
2021,Q1,,S08000029,,F704H,,C1,,General Surgery,,6946,,4373,,77.17777778,,48.58888889,,62.95709761,
2021,Q1,,S08000029,,F805H,,C1,,General Surgery,,975,,64,,10.83333333,,0.711111111,,6.564102564,
2021,Q1,,S08000029,,S08000029,d,C1,,General Surgery,,7937,,4453,,88.18888889,,49.47777778,,56.10432153,
2021,Q2,,S08000029,,F704H,,C1,,General Surgery,,7535,,5188,,82.8021978,,57.01098901,,68.85202389,
2021,Q2,,S08000029,,F805H,,C1,,General Surgery,,1019,,61,,11.1978022,,0.67032967,,5.98626104,
2021,Q2,,S08000029,,S08000029,d,C1,,General Surgery,,8555,,5250,,94.01098901,,57.69230769,,61.36762127,
2021,Q3,,S08000029,,F704H,,C1,,General Surgery,,7134,,5149,,77.54347826,,55.9673913,,72.17549762,
2021,Q3,,S08000029,,F805H,,C1,,General Surgery,,1058,,84,,11.5,,0.913043478,,7.939508507,
2021,Q3,,S08000029,,S08000029,d,C1,,General Surgery,,8192,,5233,,89.04347826,,56.88043478,,63.87939453,
2021,Q4,p,S08000029,,F704H,,C1,,General Surgery,,6727,,4647,,73.11956522,,50.51086957,,69.07982756,
2021,Q4,p,S08000029,,F805H,,C1,,General Surgery,,1083,,72,,11.77173913,,0.782608696,,6.648199446,
2021,Q4,p,S08000029,,S08000029,d,C1,,General Surgery,,7878,,4787,,85.63043478,,52.0326087,,60.76415334,
2021,Q1,,S08000029,,F805H,, ,z,Geriatric Medicine - long stay unit,,3862,,2597,,42.91111111,,28.85555556,,67.2449508,
2021,Q1,,S08000029,,S08000029,d, ,z,Geriatric Medicine - long stay unit,,4762,,2597,,52.91111111,,28.85555556,,54.53590928,
2021,Q2,,S08000029,,F805H,, ,z,Geriatric Medicine - long stay unit,,3818,,2817,,41.95604396,,30.95604396,,73.78208486,
2021,Q2,,S08000029,,S08000029,d, ,z,Geriatric Medicine - long stay unit,,4728,,2817,,51.95604396,,30.95604396,,59.58121827,
2021,Q3,,S08000029,,F805H,, ,z,Geriatric Medicine - long stay unit,,3872,,3776,,42.08695652,,41.04347826,,97.52066116,
2021,Q3,,S08000029,,S08000029,d, ,z,Geriatric Medicine - long stay unit,,4792,,3787,,52.08695652,,41.16304348,,79.02754591,
2021,Q4,p,S08000029,,F805H,, ,z,Geriatric Medicine - long stay unit,,3865,,3610,,42.01086957,,39.23913043,,93.40232859,
2021,Q4,p,S08000029,,S08000029,d, ,z,Geriatric Medicine - long stay unit,,4475,,3640,,48.64130435,,39.56521739,,81.34078212,
2021,Q1,,S08000029,,F704H,, ,z,Geriatric Medicine - units other than long stay,,5507,,5400,,61.18888889,,60,,98.05701834,
2021,Q1,,S08000029,,F805H,, ,z,Geriatric Medicine - units other than long stay,,5630,,5248,,62.55555556,,58.31111111,,93.21492007,
2021,Q1,,S08000029,,S08000029,d, ,z,Geriatric Medicine - units other than long stay,,20244,,17940,,224.9333333,,199.3333333,,88.61885003,
2021,Q2,,S08000029,,F704H,, ,z,Geriatric Medicine - units other than long stay,,5533,,5411,,60.8021978,,59.46153846,,97.79504789,
2021,Q2,,S08000029,,F805H,, ,z,Geriatric Medicine - units other than long stay,,5781,,4410,,63.52747253,,48.46153846,,76.28437987,
2021,Q2,,S08000029,,S08000029,d, ,z,Geriatric Medicine - units other than long stay,,20660,,17435,,227.032967,,191.5934066,,84.39012585,
2021,Q3,,S08000029,,F704H,, ,z,Geriatric Medicine - units other than long stay,,4969,,4827,,54.01086957,,52.4673913,,97.14228215,
2021,Q3,,S08000029,,F805H,, ,z,Geriatric Medicine - units other than long stay,,6848,,4969,,74.43478261,,54.01086957,,72.56133178,
2021,Q3,,S08000029,,S08000029,d, ,z,Geriatric Medicine - units other than long stay,,21454,,17683,,233.1956522,,192.2065217,,82.42285821,
2021,Q4,p,S08000029,,F704H,, ,z,Geriatric Medicine - units other than long stay,,5947,,5764,,64.64130435,,62.65217391,,96.92281823,
2021,Q4,p,S08000029,,F805H,, ,z,Geriatric Medicine - units other than long stay,,7104,,5563,,77.2173913,,60.4673913,,78.3079955,
2021,Q4,p,S08000029,,S08000029,d, ,z,Geriatric Medicine - units other than long stay,,23115,,19643,,251.25,,213.5108696,,84.97945057,
2021,Q1,,S08000029,,S08000029,d,E12,,GP Other than Obstetrics,,6412,,5922,,71.24444444,,65.8,,92.3580786,
2021,Q2,,S08000029,,S08000029,d,E12,,GP Other than Obstetrics,,6603,,6374,,72.56043956,,70.04395604,,96.53187945,
2021,Q3,,S08000029,,F704H,,E12,,GP Other than Obstetrics,,5,,5,,0.054347826,,0.054347826,,100,
2021,Q3,,S08000029,,S08000029,d,E12,,GP Other than Obstetrics,,6806,,6560,,73.97826087,,71.30434783,,96.38554217,
2021,Q4,p,S08000029,,S08000029,d,E12,,GP Other than Obstetrics,,7229,,6563,,78.57608696,,71.33695652,,90.78710748,
2021,Q1,,S08000029,,F704H,,F2,,Gynaecology,,321,,228,,3.566666667,,2.533333333,,71.02803738,
2021,Q1,,S08000029,,F805H,,F2,,Gynaecology,,3,,3,,0.033333333,,0.033333333,,100,
2021,Q1,,S08000029,,S08000029,d,F2,,Gynaecology,,432,,339,,4.8,,3.766666667,,78.47222222,
2021,Q2,,S08000029,,F704H,,F2,,Gynaecology,,591,,427,,6.494505495,,4.692307692,,72.25042301,
2021,Q2,,S08000029,,F805H,,F2,,Gynaecology,,7,,7,,0.076923077,,0.076923077,,100,
2021,Q2,,S08000029,,S08000029,d,F2,,Gynaecology,,600,,436,,6.593406593,,4.791208791,,72.66666667,
2021,Q3,,S08000029,,F704H,,F2,,Gynaecology,,596,,447,,6.47826087,,4.858695652,,75,
2021,Q3,,S08000029,,F805H,,F2,,Gynaecology,,11,,11,,0.119565217,,0.119565217,,100,
2021,Q3,,S08000029,,S08000029,d,F2,,Gynaecology,,607,,458,,6.597826087,,4.97826087,,75.45304778,
2021,Q4,p,S08000029,,F704H,,F2,,Gynaecology,,547,,367,,5.945652174,,3.989130435,,67.09323583,
2021,Q4,p,S08000029,,F805H,,F2,,Gynaecology,,7,,7,,0.076086957,,0.076086957,,100,
2021,Q4,p,S08000029,,S08000029,d,F2,,Gynaecology,,554,,374,,6.02173913,,4.065217391,,67.50902527,
2021,Q1,,S08000029,,F704H,,J4,,Haematology,,1386,,1019,,15.4,,11.32222222,,73.52092352,
2021,Q1,,S08000029,,F805H,,J4,,Haematology,,360,,0,,4,,0,,0,
2021,Q1,,S08000029,,S08000029,d,J4,,Haematology,,1746,,1019,,19.4,,11.32222222,,58.36197022,
2021,Q2,,S08000029,,F704H,,J4,,Haematology,,1388,,1050,,15.25274725,,11.53846154,,75.64841499,
2021,Q2,,S08000029,,F805H,,J4,,Haematology,,364,,0,,4,,0,,0,
2021,Q2,,S08000029,,S08000029,d,J4,,Haematology,,1752,,1050,,19.25274725,,11.53846154,,59.93150685,
2021,Q3,,S08000029,,F704H,,J4,,Haematology,,1307,,1034,,14.20652174,,11.23913043,,79.11247131,
2021,Q3,,S08000029,,F805H,,J4,,Haematology,,368,,0,,4,,0,,0,
2021,Q3,,S08000029,,S08000029,d,J4,,Haematology,,1675,,1034,,18.20652174,,11.23913043,,61.73134328,
2021,Q4,p,S08000029,,F704H,,J4,,Haematology,,1155,,783,,12.55434783,,8.510869565,,67.79220779,
2021,Q4,p,S08000029,,F805H,,J4,,Haematology,,376,,8,,4.086956522,,0.086956522,,2.127659574,
2021,Q4,p,S08000029,,S08000029,d,J4,,Haematology,,1531,,791,,16.64130435,,8.597826087,,51.66557805,
2021,Q1,,S08000029,,F704H,,A6,,Infectious Diseases,,2,,2,,0.022222222,,0.022222222,,100,
2021,Q1,,S08000029,,S08000029,d,A6,,Infectious Diseases,,2,,2,,0.022222222,,0.022222222,,100,
2021,Q2,,S08000029,,F704H,,A6,,Infectious Diseases,,1,,1,,0.010989011,,0.010989011,,100,
2021,Q2,,S08000029,,S08000029,d,A6,,Infectious Diseases,,1,,1,,0.010989011,,0.010989011,,100,
2021,Q3,,S08000029,,F704H,,A6,,Infectious Diseases,,1,,1,,0.010869565,,0.010869565,,100,
2021,Q3,,S08000029,,S08000029,d,A6,,Infectious Diseases,,1,,1,,0.010869565,,0.010869565,,100,
2021,Q1,,S08000029,,F805H,,G5,,Learning Disability,,7,,7,,0.077777778,,0.077777778,,100,
2021,Q1,,S08000029,,S08000029,d,G5,,Learning Disability,,2484,,2185,,27.6,,24.27777778,,87.96296296,
2021,Q2,,S08000029,,S08000029,d,G5,,Learning Disability,,2371,,2111,,26.05494505,,23.1978022,,89.0341628,
2021,Q3,,S08000029,,S08000029,d,G5,,Learning Disability,,2372,,2154,,25.7826087,,23.41304348,,90.80944351,
2021,Q4,p,S08000029,,S08000029,d,G5,,Learning Disability,,2330,,2166,,25.32608696,,23.54347826,,92.96137339,
2021,Q1,,S08000029,,F805H,, ,z,Learning Disability Grouping,d,7,,7,,0.077777778,,0.077777778,,100,
2021,Q1,,S08000029,,S08000029,d, ,z,Learning Disability Grouping,d,2484,,2185,,27.6,,24.27777778,,87.96296296,
2021,Q2,,S08000029,,S08000029,d, ,z,Learning Disability Grouping,d,2371,,2111,,26.05494505,,23.1978022,,89.0341628,
2021,Q3,,S08000029,,S08000029,d, ,z,Learning Disability Grouping,d,2372,,2154,,25.7826087,,23.41304348,,90.80944351,
2021,Q4,p,S08000029,,S08000029,d, ,z,Learning Disability Grouping,d,2330,,2166,,25.32608696,,23.54347826,,92.96137339,
2021,Q1,,S08000029,,F704H,, ,z,Medical Grouping,d,31856,,25392,,353.9555556,,282.1333333,,79.7086891,
2021,Q1,,S08000029,,F805H,, ,z,Medical Grouping,d,6813,,5261,,75.7,,58.45555556,,77.22002055,
2021,Q1,,S08000029,,S08000029,d, ,z,Medical Grouping,d,49505,,39229,,550.0555556,,435.8777778,,79.24250076,
2021,Q2,,S08000029,,F704H,, ,z,Medical Grouping,d,31224,,25051,,343.1208791,,275.2857143,,80.22995132,
2021,Q2,,S08000029,,F805H,, ,z,Medical Grouping,d,6987,,4433,,76.78021978,,48.71428571,,63.44640046,
2021,Q2,,S08000029,,S08000029,d, ,z,Medical Grouping,d,49424,,38522,,543.1208791,,423.3186813,,77.94189058,
2021,Q3,,S08000029,,F704H,, ,z,Medical Grouping,d,31354,,25973,,340.8043478,,282.3152174,,82.83791542,
2021,Q3,,S08000029,,F805H,, ,z,Medical Grouping,d,8255,,5180,,89.72826087,,56.30434783,,62.74984858,
2021,Q3,,S08000029,,S08000029,d, ,z,Medical Grouping,d,51116,,40546,,555.6086957,,440.7173913,,79.32154316,
2021,Q4,p,S08000029,,F704H,, ,z,Medical Grouping,d,32826,,27302,,356.8043478,,296.7608696,,83.17187595,
2021,Q4,p,S08000029,,F805H,, ,z,Medical Grouping,d,8432,,5695,,91.65217391,,61.90217391,,67.54032258,
2021,Q4,p,S08000029,,S08000029,d, ,z,Medical Grouping,d,53052,,42458,,576.6521739,,461.5,,80.03091307,
2021,Q1,,S08000029,,F704H,,AD,,Medical Oncology,,4,,4,,0.044444444,,0.044444444,,100,
2021,Q1,,S08000029,,S08000029,d,AD,,Medical Oncology,,4,,4,,0.044444444,,0.044444444,,100,
2021,Q2,,S08000029,,F704H,,AD,,Medical Oncology,,3,,3,,0.032967033,,0.032967033,,100,
2021,Q2,,S08000029,,S08000029,d,AD,,Medical Oncology,,3,,3,,0.032967033,,0.032967033,,100,
2021,Q3,,S08000029,,F704H,,AD,,Medical Oncology,,1,,1,,0.010869565,,0.010869565,,100,
2021,Q3,,S08000029,,S08000029,d,AD,,Medical Oncology,,1,,1,,0.010869565,,0.010869565,,100,
2021,Q4,p,S08000029,,F704H,,AD,,Medical Oncology,,1,,1,,0.010869565,,0.010869565,,100,
2021,Q4,p,S08000029,,S08000029,d,AD,,Medical Oncology,,1,,1,,0.010869565,,0.010869565,,100,
2021,Q1,,S08000029,,F805H,, ,z,Mental Health Grouping,d,5793,,4469,,64.36666667,,49.65555556,,77.14482997,
2021,Q1,,S08000029,,S08000029,d, ,z,Mental Health Grouping,d,19294,,14587,,214.3777778,,162.0777778,,75.60381466,
2021,Q2,,S08000029,,F805H,, ,z,Mental Health Grouping,d,5876,,4317,,64.57142857,,47.43956044,,73.46834581,
2021,Q2,,S08000029,,S08000029,d, ,z,Mental Health Grouping,d,19715,,14240,,216.6483516,,156.4835165,,72.22926706,
2021,Q3,,S08000029,,F805H,, ,z,Mental Health Grouping,d,5882,,4493,,63.93478261,,48.83695652,,76.38558313,
2021,Q3,,S08000029,,S08000029,d, ,z,Mental Health Grouping,d,19803,,14730,,215.25,,160.1086957,,74.38266929,
2021,Q4,p,S08000029,,F704H,, ,z,Mental Health Grouping,d,13,,13,,0.141304348,,0.141304348,,100,
2021,Q4,p,S08000029,,F805H,, ,z,Mental Health Grouping,d,5880,,4595,,63.91304348,,49.94565217,,78.1462585,
2021,Q4,p,S08000029,,S08000029,d, ,z,Mental Health Grouping,d,19958,,15185,,216.9347826,,165.0543478,,76.08477803,
2021,Q1,,S08000029,,S08000029,d,T2,,Midwifery,,161,,161,,1.788888889,,1.788888889,,100,
2021,Q2,,S08000029,,S08000029,d,T2,,Midwifery,,224,,224,,2.461538462,,2.461538462,,100,
2021,Q3,,S08000029,,S08000029,d,T2,,Midwifery,,220,,214,,2.391304348,,2.326086957,,97.27272727,
2021,Q4,p,S08000029,,S08000029,d,T2,,Midwifery,,199,,198,,2.163043478,,2.152173913,,99.49748744,
2021,Q1,,S08000029,,F704H,,AH,,Neurology,,2,,2,,0.022222222,,0.022222222,,100,
2021,Q1,,S08000029,,S08000029,d,AH,,Neurology,,2,,2,,0.022222222,,0.022222222,,100,
2021,Q2,,S08000029,,F704H,,AH,,Neurology,,1,,1,,0.010989011,,0.010989011,,100,
2021,Q2,,S08000029,,S08000029,d,AH,,Neurology,,1,,1,,0.010989011,,0.010989011,,100,
2021,Q4,p,S08000029,,F704H,,AH,,Neurology,,9,,9,,0.097826087,,0.097826087,,100,
2021,Q4,p,S08000029,,S08000029,d,AH,,Neurology,,9,,9,,0.097826087,,0.097826087,,100,
2021,Q1,,S08000029,,S08000029,d,F3,,Obstetrics,,4932,,1331,,54.8,,14.78888889,,26.98702352,
2021,Q2,,S08000029,,S08000029,d,F3,,Obstetrics,,4980,,1561,,54.72527473,,17.15384615,,31.34538153,
2021,Q3,,S08000029,,F704H,,F3,,Obstetrics,,7,,7,,0.076086957,,0.076086957,,100,
2021,Q3,,S08000029,,S08000029,d,F3,,Obstetrics,,4615,,1706,,50.16304348,,18.54347826,,36.96641387,
2021,Q4,p,S08000029,,F704H,,F3,,Obstetrics,,2,,2,,0.02173913,,0.02173913,,100,
2021,Q4,p,S08000029,,S08000029,d,F3,,Obstetrics,,4575,,1591,,49.72826087,,17.29347826,,34.77595628,
2021,Q1,,S08000029,,F704H,,C7,,Ophthalmology,,8,,8,,0.088888889,,0.088888889,,100,
2021,Q1,,S08000029,,F805H,,C7,,Ophthalmology,,12,,12,,0.133333333,,0.133333333,,100,
2021,Q1,,S08000029,,S08000029,d,C7,,Ophthalmology,,20,,20,,0.222222222,,0.222222222,,100,
2021,Q2,,S08000029,,F704H,,C7,,Ophthalmology,,11,,11,,0.120879121,,0.120879121,,100,
2021,Q2,,S08000029,,F805H,,C7,,Ophthalmology,,26,,26,,0.285714286,,0.285714286,,100,
2021,Q2,,S08000029,,S08000029,d,C7,,Ophthalmology,,37,,37,,0.406593407,,0.406593407,,100,
2021,Q3,,S08000029,,F704H,,C7,,Ophthalmology,,23,,23,,0.25,,0.25,,100,
2021,Q3,,S08000029,,F805H,,C7,,Ophthalmology,,18,,18,,0.195652174,,0.195652174,,100,
2021,Q3,,S08000029,,S08000029,d,C7,,Ophthalmology,,41,,41,,0.445652174,,0.445652174,,100,
2021,Q4,p,S08000029,,F704H,,C7,,Ophthalmology,,5,,5,,0.054347826,,0.054347826,,100,
2021,Q4,p,S08000029,,F805H,,C7,,Ophthalmology,,5,,5,,0.054347826,,0.054347826,,100,
2021,Q4,p,S08000029,,S08000029,d,C7,,Ophthalmology,,10,,10,,0.108695652,,0.108695652,,100,
2021,Q3,,S08000029,,F704H,,D5,,Orthodontics,,5,,5,,0.054347826,,0.054347826,,100,
2021,Q3,,S08000029,,S08000029,d,D5,,Orthodontics,,5,,5,,0.054347826,,0.054347826,,100,
2021,Q1,,S08000029,,F704H,,CA,,Paediatric Surgery,,2,,2,,0.022222222,,0.022222222,,100,
2021,Q1,,S08000029,,S08000029,d,CA,,Paediatric Surgery,,2,,2,,0.022222222,,0.022222222,,100,
2021,Q2,,S08000029,,F704H,,CA,,Paediatric Surgery,,7,,7,,0.076923077,,0.076923077,,100,
2021,Q2,,S08000029,,S08000029,d,CA,,Paediatric Surgery,,7,,7,,0.076923077,,0.076923077,,100,
2021,Q4,p,S08000029,,F704H,,CA,,Paediatric Surgery,,2,,2,,0.02173913,,0.02173913,,100,
2021,Q4,p,S08000029,,S08000029,d,CA,,Paediatric Surgery,,2,,2,,0.02173913,,0.02173913,,100,
2021,Q1,,S08000029,,F704H,,AF,,Paediatrics,,3427,,815,,38.07777778,,9.055555556,,23.78173329,
2021,Q1,,S08000029,,S08000029,d,AF,,Paediatrics,,5227,,1620,,58.07777778,,18,,30.99292137,
2021,Q2,,S08000029,,F704H,,AF,,Paediatrics,,3481,,1142,,38.25274725,,12.54945055,,32.80666475,
2021,Q2,,S08000029,,S08000029,d,AF,,Paediatrics,,5301,,1859,,58.25274725,,20.42857143,,35.06885493,
2021,Q3,,S08000029,,F704H,,AF,,Paediatrics,,3507,,1154,,38.11956522,,12.54347826,,32.90561734,
2021,Q3,,S08000029,,S08000029,d,AF,,Paediatrics,,5349,,2008,,58.14130435,,21.82608696,,37.53972705,
2021,Q4,p,S08000029,,F704H,,AF,,Paediatrics,,3582,,1359,,38.93478261,,14.77173913,,37.93969849,
2021,Q4,p,S08000029,,S08000029,d,AF,,Paediatrics,,5431,,2562,,59.0326087,,27.84782609,,47.17363285,
2021,Q1,,S08000029,,F704H,, ,z,Paediatrics Grouping,d,3429,,817,,38.1,,9.077777778,,23.82618839,
2021,Q1,,S08000029,,S08000029,d, ,z,Paediatrics Grouping,d,5229,,1622,,58.1,,18.02222222,,31.01931536,
2021,Q2,,S08000029,,F704H,, ,z,Paediatrics Grouping,d,3488,,1149,,38.32967033,,12.62637363,,32.94151376,
2021,Q2,,S08000029,,S08000029,d, ,z,Paediatrics Grouping,d,5308,,1866,,58.32967033,,20.50549451,,35.1544838,
2021,Q3,,S08000029,,F704H,, ,z,Paediatrics Grouping,d,3507,,1154,,38.11956522,,12.54347826,,32.90561734,
2021,Q3,,S08000029,,S08000029,d, ,z,Paediatrics Grouping,d,5349,,2008,,58.14130435,,21.82608696,,37.53972705,
2021,Q4,p,S08000029,,F704H,, ,z,Paediatrics Grouping,d,3584,,1361,,38.95652174,,14.79347826,,37.97433036,
2021,Q4,p,S08000029,,S08000029,d, ,z,Paediatrics Grouping,d,5433,,2564,,59.05434783,,27.86956522,,47.19307933,
2021,Q1,,S08000029,,F704H,,AM,,Palliative Medicine,,809,,571,,8.988888889,,6.344444444,,70.58096415,
2021,Q1,,S08000029,,F805H,,AM,,Palliative Medicine,,810,,0,,9,,0,,0,
2021,Q1,,S08000029,,S08000029,d,AM,,Palliative Medicine,,1979,,728,,21.98888889,,8.088888889,,36.78625568,
2021,Q2,,S08000029,,F704H,,AM,,Palliative Medicine,,728,,636,,8,,6.989010989,,87.36263736,
2021,Q2,,S08000029,,F805H,,AM,,Palliative Medicine,,819,,0,,9,,0,,0,
2021,Q2,,S08000029,,S08000029,d,AM,,Palliative Medicine,,1806,,737,,19.84615385,,8.098901099,,40.80841639,
2021,Q3,,S08000029,,F704H,,AM,,Palliative Medicine,,733,,632,,7.967391304,,6.869565217,,86.22100955,
2021,Q3,,S08000029,,F805H,,AM,,Palliative Medicine,,828,,0,,9,,0,,0,
2021,Q3,,S08000029,,S08000029,d,AM,,Palliative Medicine,,1844,,779,,20.04347826,,8.467391304,,42.24511931,
2021,Q4,p,S08000029,,F704H,,AM,,Palliative Medicine,,735,,556,,7.989130435,,6.043478261,,75.6462585,
2021,Q4,p,S08000029,,F805H,,AM,,Palliative Medicine,,828,,0,,9,,0,,0,
2021,Q4,p,S08000029,,S08000029,d,AM,,Palliative Medicine,,1698,,664,,18.45652174,,7.217391304,,39.10482921,
2021,Q1,,S08000029,,F805H,,C9,,Plastic Surgery,,1,,1,,0.011111111,,0.011111111,,100,
2021,Q1,,S08000029,,S08000029,d,C9,,Plastic Surgery,,1,,1,,0.011111111,,0.011111111,,100,
2021,Q3,,S08000029,,F805H,,C9,,Plastic Surgery,,1,,1,,0.010869565,,0.010869565,,100,
2021,Q3,,S08000029,,S08000029,d,C9,,Plastic Surgery,,1,,1,,0.010869565,,0.010869565,,100,
2021,Q1,,S08000029,,F805H,,G4,,Psychiatry of Old Age,,3212,,2767,,35.68888889,,30.74444444,,86.14570361,
2021,Q1,,S08000029,,S08000029,d,G4,,Psychiatry of Old Age,,7812,,6957,,86.8,,77.3,,89.05529954,
2021,Q2,,S08000029,,F805H,,G4,,Psychiatry of Old Age,,3256,,2594,,35.78021978,,28.50549451,,79.66830467,
2021,Q2,,S08000029,,S08000029,d,G4,,Psychiatry of Old Age,,7964,,6608,,87.51648352,,72.61538462,,82.97338021,
2021,Q3,,S08000029,,F805H,,G4,,Psychiatry of Old Age,,3230,,2905,,35.10869565,,31.57608696,,89.9380805,
2021,Q3,,S08000029,,S08000029,d,G4,,Psychiatry of Old Age,,7851,,6939,,85.33695652,,75.42391304,,88.3836454,
2021,Q4,p,S08000029,,F805H,,G4,,Psychiatry of Old Age,,3220,,2966,,35,,32.23913043,,92.11180124,
2021,Q4,p,S08000029,,S08000029,d,G4,,Psychiatry of Old Age,,7967,,7317,,86.59782609,,79.5326087,,91.84134555,
2021,Q1,,S08000029,,S08000029,d,AP,,Rehabilitation Medicine,,931,,689,,10.34444444,,7.655555556,,74.00644468,
2021,Q2,,S08000029,,F805H,,AP,,Rehabilitation Medicine,,6,,6,,0.065934066,,0.065934066,,100,
2021,Q2,,S08000029,,S08000029,d,AP,,Rehabilitation Medicine,,1026,,741,,11.27472527,,8.142857143,,72.22222222,
2021,Q3,,S08000029,,F805H,,AP,,Rehabilitation Medicine,,30,,30,,0.326086957,,0.326086957,,100,
2021,Q3,,S08000029,,S08000029,d,AP,,Rehabilitation Medicine,,1130,,902,,12.2826087,,9.804347826,,79.82300885,
2021,Q4,p,S08000029,,F704H,,AP,,Rehabilitation Medicine,,1,,1,,0.010869565,,0.010869565,,100,
2021,Q4,p,S08000029,,S08000029,d,AP,,Rehabilitation Medicine,,1136,,578,,12.34782609,,6.282608696,,50.88028169,
2021,Q1,,S08000029,,F704H,,AG,,Renal Medicine,,1790,,1567,,19.88888889,,17.41111111,,87.54189944,
2021,Q1,,S08000029,,F805H,,AG,,Renal Medicine,,10,,10,,0.111111111,,0.111111111,,100,
2021,Q1,,S08000029,,S08000029,d,AG,,Renal Medicine,,1801,,1578,,20.01111111,,17.53333333,,87.61799001,
2021,Q2,,S08000029,,F704H,,AG,,Renal Medicine,,1789,,1622,,19.65934066,,17.82417582,,90.66517608,
2021,Q2,,S08000029,,S08000029,d,AG,,Renal Medicine,,1789,,1622,,19.65934066,,17.82417582,,90.66517608,
2021,Q3,,S08000029,,F704H,,AG,,Renal Medicine,,2051,,1909,,22.29347826,,20.75,,93.07654803,
2021,Q3,,S08000029,,S08000029,d,AG,,Renal Medicine,,2051,,1909,,22.29347826,,20.75,,93.07654803,
2021,Q4,p,S08000029,,F704H,,AG,,Renal Medicine,,2029,,1888,,22.05434783,,20.52173913,,93.05076392,
2021,Q4,p,S08000029,,S08000029,d,AG,,Renal Medicine,,2029,,1888,,22.05434783,,20.52173913,,93.05076392,
2021,Q1,,S08000029,,F704H,,AQ,,Respiratory Medicine,,3296,,3255,,36.62222222,,36.16666667,,98.75606796,
2021,Q1,,S08000029,,S08000029,d,AQ,,Respiratory Medicine,,3318,,3277,,36.86666667,,36.41111111,,98.76431585,
2021,Q2,,S08000029,,F704H,,AQ,,Respiratory Medicine,,3269,,3269,,35.92307692,,35.92307692,,100,
2021,Q2,,S08000029,,F805H,,AQ,,Respiratory Medicine,,2,,2,,0.021978022,,0.021978022,,100,
2021,Q2,,S08000029,,S08000029,d,AQ,,Respiratory Medicine,,3297,,3297,,36.23076923,,36.23076923,,100,
2021,Q3,,S08000029,,F704H,,AQ,,Respiratory Medicine,,3411,,3409,,37.07608696,,37.05434783,,99.94136617,
2021,Q3,,S08000029,,F805H,,AQ,,Respiratory Medicine,,3,,3,,0.032608696,,0.032608696,,100,
2021,Q3,,S08000029,,S08000029,d,AQ,,Respiratory Medicine,,3414,,3412,,37.10869565,,37.08695652,,99.94141769,
2021,Q4,p,S08000029,,F704H,,AQ,,Respiratory Medicine,,3449,,3447,,37.48913043,,37.4673913,,99.94201218,
2021,Q4,p,S08000029,,F805H,,AQ,,Respiratory Medicine,,3,,3,,0.032608696,,0.032608696,,100,
2021,Q4,p,S08000029,,S08000029,d,AQ,,Respiratory Medicine,,3463,,3461,,37.64130435,,37.61956522,,99.94224661,
2021,Q1,,S08000029,,F704H,, ,z,Surgery Grouping,d,16600,,10165,,184.4444444,,112.9444444,,61.23493976,
2021,Q1,,S08000029,,F805H,, ,z,Surgery Grouping,d,1101,,190,,12.23333333,,2.111111111,,17.25703906,
2021,Q1,,S08000029,,S08000029,d, ,z,Surgery Grouping,d,17762,,10416,,197.3555556,,115.7333333,,58.64204481,
2021,Q2,,S08000029,,F704H,, ,z,Surgery Grouping,d,17598,,11139,,193.3846154,,122.4065934,,63.29696556,
2021,Q2,,S08000029,,F805H,, ,z,Surgery Grouping,d,1134,,176,,12.46153846,,1.934065934,,15.52028219,
2021,Q2,,S08000029,,S08000029,d, ,z,Surgery Grouping,d,18810,,11393,,206.7032967,,125.1978022,,60.56884636,
2021,Q3,,S08000029,,F704H,, ,z,Surgery Grouping,d,18233,,11767,,198.1847826,,127.9021739,,64.53682883,
