_id,QuarterEnding,HBT,HBTQF,PatientType,Specialty,SpecialtyQF,LessThan4WeekWait,LessThan4WeekWaitQF,4To8WeekWait,4To8WeekWaitQF,8To12WeekWait,8To12WeekWaitQF,12To16WeekWait,12To16WeekWaitQF,16To20WeekWait,16To20WeekWaitQF,20To24WeekWait,20To24WeekWaitQF,24To28WeekWait,24To28WeekWaitQF,28To32WeekWait,28To32WeekWaitQF,32To36WeekWait,32To36WeekWaitQF,36To40WeekWait,36To40WeekWaitQF,40To44WeekWait,40To44WeekWaitQF,44To48WeekWait,44To48WeekWaitQF,48To52WeekWait,48To52WeekWaitQF,52To65WeekWait,52To65WeekWaitQF,65To78WeekWait,65To78WeekWaitQF,78To91WeekWait,78To91WeekWaitQF,91To104WeekWait,91To104WeekWaitQF,Over104WeekWait,Over104WeekWaitQF
2907,20130930,S08000020,,Inpatient/Day case,AH,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2908,20140930,S08000020,,Inpatient/Day case,AH,,1,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2909,20150930,S08000020,,Inpatient/Day case,AH,,5,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2910,20160930,S08000020,,Inpatient/Day case,AH,,3,,1,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2911,20170930,S08000020,,Inpatient/Day case,AH,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2912,20180930,S08000020,,Inpatient/Day case,AH,,1,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2913,20190930,S08000020,,Inpatient/Day case,AH,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2914,20200930,S08000020,,Inpatient/Day case,AH,,2,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2915,20210930,S08000020,,Inpatient/Day case,AH,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2916,20130331,S08000020,,Inpatient/Day case,AH,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2917,20140331,S08000020,,Inpatient/Day case,AH,,10,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2918,20150331,S08000020,,Inpatient/Day case,AH,,4,,3,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2919,20160331,S08000020,,Inpatient/Day case,AH,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2920,20170331,S08000020,,Inpatient/Day case,AH,,2,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2921,20180331,S08000020,,Inpatient/Day case,AH,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2922,20190331,S08000020,,Inpatient/Day case,AH,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2923,20200331,S08000020,,Inpatient/Day case,AH,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2924,20210331,S08000020,,Inpatient/Day case,AH,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2925,20220331,S08000020,,Inpatient/Day case,AH,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2926,20121231,S08000020,,Inpatient/Day case,AH,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2927,20131231,S08000020,,Inpatient/Day case,AH,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2928,20141231,S08000020,,Inpatient/Day case,AH,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2929,20151231,S08000020,,Inpatient/Day case,AH,,5,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2930,20161231,S08000020,,Inpatient/Day case,AH,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2931,20171231,S08000020,,Inpatient/Day case,AH,,5,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2932,20191231,S08000020,,Inpatient/Day case,AH,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2933,20201231,S08000020,,Inpatient/Day case,AH,,2,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2934,20211231,S08000020,,Inpatient/Day case,AH,,2,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2935,20130630,S08000020,,Inpatient/Day case,AM,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
2936,20130930,S08000020,,Inpatient/Day case,AM,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
2937,20130331,S08000020,,Inpatient/Day case,AM,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
2938,20121231,S08000020,,Inpatient/Day case,AM,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
2939,20130630,S08000020,,Inpatient/Day case,AP,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
2940,20140630,S08000020,,Inpatient/Day case,AP,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
2941,20160630,S08000020,,Inpatient/Day case,AP,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
2942,20130930,S08000020,,Inpatient/Day case,AP,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
2943,20140930,S08000020,,Inpatient/Day case,AP,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
2944,20150930,S08000020,,Inpatient/Day case,AP,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
2945,20160930,S08000020,,Inpatient/Day case,AP,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
2946,20170930,S08000020,,Inpatient/Day case,AP,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
2947,20180930,S08000020,,Inpatient/Day case,AP,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
2948,20190930,S08000020,,Inpatient/Day case,AP,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
2949,20130331,S08000020,,Inpatient/Day case,AP,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
2950,20140331,S08000020,,Inpatient/Day case,AP,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
2951,20150331,S08000020,,Inpatient/Day case,AP,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
2952,20160331,S08000020,,Inpatient/Day case,AP,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
2953,20170331,S08000020,,Inpatient/Day case,AP,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
2954,20121231,S08000020,,Inpatient/Day case,AP,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
2955,20131231,S08000020,,Inpatient/Day case,AP,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
2956,20141231,S08000020,,Inpatient/Day case,AP,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
2957,20151231,S08000020,,Inpatient/Day case,AP,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
2958,20161231,S08000020,,Inpatient/Day case,AP,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
2959,20171231,S08000020,,Inpatient/Day case,AP,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
2960,20201231,S08000020,,Inpatient/Day case,AP,,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u,,:u
2961,20130630,S08000020,,Inpatient/Day case,AQ,,11,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2962,20140630,S08000020,,Inpatient/Day case,AQ,,7,,1,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2963,20150630,S08000020,,Inpatient/Day case,AQ,,12,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2964,20160630,S08000020,,Inpatient/Day case,AQ,,12,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2965,20170630,S08000020,,Inpatient/Day case,AQ,,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2966,20180630,S08000020,,Inpatient/Day case,AQ,,5,,0,,2,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2967,20190630,S08000020,,Inpatient/Day case,AQ,,8,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2968,20200630,S08000020,,Inpatient/Day case,AQ,,2,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2969,20210630,S08000020,,Inpatient/Day case,AQ,,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,
2970,20130930,S08000020,,Inpatient/Day case,AQ,,9,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2971,20140930,S08000020,,Inpatient/Day case,AQ,,14,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2972,20150930,S08000020,,Inpatient/Day case,AQ,,14,,3,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2973,20160930,S08000020,,Inpatient/Day case,AQ,,15,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2974,20170930,S08000020,,Inpatient/Day case,AQ,,19,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2975,20180930,S08000020,,Inpatient/Day case,AQ,,9,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2976,20190930,S08000020,,Inpatient/Day case,AQ,,15,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2977,20200930,S08000020,,Inpatient/Day case,AQ,,6,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2978,20210930,S08000020,,Inpatient/Day case,AQ,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2979,20130331,S08000020,,Inpatient/Day case,AQ,,10,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2980,20140331,S08000020,,Inpatient/Day case,AQ,,48,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2981,20150331,S08000020,,Inpatient/Day case,AQ,,24,,6,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2982,20160331,S08000020,,Inpatient/Day case,AQ,,13,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2983,20170331,S08000020,,Inpatient/Day case,AQ,,13,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2984,20180331,S08000020,,Inpatient/Day case,AQ,,10,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2985,20190331,S08000020,,Inpatient/Day case,AQ,,9,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2986,20200331,S08000020,,Inpatient/Day case,AQ,,6,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2987,20210331,S08000020,,Inpatient/Day case,AQ,,7,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2988,20220331,S08000020,,Inpatient/Day case,AQ,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2989,20121231,S08000020,,Inpatient/Day case,AQ,,13,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2990,20131231,S08000020,,Inpatient/Day case,AQ,,19,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2991,20141231,S08000020,,Inpatient/Day case,AQ,,17,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2992,20151231,S08000020,,Inpatient/Day case,AQ,,7,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2993,20161231,S08000020,,Inpatient/Day case,AQ,,7,,2,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2994,20171231,S08000020,,Inpatient/Day case,AQ,,8,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2995,20181231,S08000020,,Inpatient/Day case,AQ,,7,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2996,20191231,S08000020,,Inpatient/Day case,AQ,,8,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2997,20201231,S08000020,,Inpatient/Day case,AQ,,7,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2998,20211231,S08000020,,Inpatient/Day case,AQ,,3,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
2999,20140630,S08000020,,Inpatient/Day case,AR,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3000,20160630,S08000020,,Inpatient/Day case,AR,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3001,20170630,S08000020,,Inpatient/Day case,AR,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3002,20180630,S08000020,,Inpatient/Day case,AR,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3003,20130930,S08000020,,Inpatient/Day case,AR,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3004,20140331,S08000020,,Inpatient/Day case,AR,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3005,20150331,S08000020,,Inpatient/Day case,AR,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3006,20160331,S08000020,,Inpatient/Day case,AR,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3007,20121231,S08000020,,Inpatient/Day case,AR,,4,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3008,20131231,S08000020,,Inpatient/Day case,AR,,0,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3009,20141231,S08000020,,Inpatient/Day case,AR,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3010,20161231,S08000020,,Inpatient/Day case,AR,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3011,20181231,S08000020,,Inpatient/Day case,AR,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3012,20130630,S08000020,,Inpatient/Day case,C11,,855,,313,,297,,17,,14,,6,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3013,20140630,S08000020,,Inpatient/Day case,C11,,499,,430,,414,,14,,0,,2,,1,,2,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,
3014,20150630,S08000020,,Inpatient/Day case,C11,,527,,282,,306,,30,,6,,5,,1,,5,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,
3015,20160630,S08000020,,Inpatient/Day case,C11,,513,,335,,306,,63,,11,,6,,2,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3016,20170630,S08000020,,Inpatient/Day case,C11,,233,,109,,123,,83,,57,,40,,30,,36,,27,,6,,8,,2,,1,,3,,0,,0,,0,,0,
3017,20180630,S08000020,,Inpatient/Day case,C11,,184,,171,,94,,42,,37,,26,,33,,28,,19,,26,,17,,17,,19,,33,,22,,15,,0,,1,
3018,20190630,S08000020,,Inpatient/Day case,C11,,184,,176,,139,,76,,52,,47,,30,,28,,17,,12,,6,,2,,9,,21,,15,,23,,16,,24,
3019,20200630,S08000020,,Inpatient/Day case,C11,,148,,66,,47,,47,,25,,15,,7,,4,,8,,1,,2,,2,,1,,3,,1,,0,,0,,0,
3020,20210630,S08000020,,Inpatient/Day case,C11,,142,,74,,47,,23,,14,,9,,11,,7,,4,,6,,6,,3,,3,,5,,11,,2,,2,,3,
3021,20130930,S08000020,,Inpatient/Day case,C11,,797,,311,,340,,7,,10,,7,,1,,4,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3022,20140930,S08000020,,Inpatient/Day case,C11,,424,,405,,292,,44,,16,,7,,11,,6,,5,,1,,1,,0,,0,,0,,0,,0,,0,,0,
3023,20150930,S08000020,,Inpatient/Day case,C11,,488,,257,,240,,65,,12,,2,,0,,1,,0,,1,,0,,1,,2,,0,,0,,0,,0,,0,
3024,20160930,S08000020,,Inpatient/Day case,C11,,478,,321,,175,,58,,32,,14,,5,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,
3025,20170930,S08000020,,Inpatient/Day case,C11,,202,,116,,87,,50,,26,,39,,24,,31,,31,,27,,15,,8,,4,,6,,0,,0,,0,,0,
3026,20180930,S08000020,,Inpatient/Day case,C11,,173,,135,,88,,72,,44,,34,,18,,28,,20,,22,,32,,14,,16,,42,,19,,16,,1,,0,
3027,20190930,S08000020,,Inpatient/Day case,C11,,215,,176,,115,,66,,49,,30,,27,,23,,17,,15,,10,,12,,9,,31,,35,,21,,19,,32,
3028,20200930,S08000020,,Inpatient/Day case,C11,,160,,83,,39,,31,,32,,36,,29,,20,,20,,12,,9,,5,,7,,8,,3,,4,,3,,3,
3029,20210930,S08000020,,Inpatient/Day case,C11,,100,,98,,44,,15,,8,,8,,4,,7,,7,,5,,9,,2,,1,,5,,4,,6,,0,,4,
3030,20130331,S08000020,,Inpatient/Day case,C11,,617,,304,,256,,20,,10,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3031,20140331,S08000020,,Inpatient/Day case,C11,,664,,410,,397,,15,,3,,1,,1,,4,,1,,1,,0,,1,,0,,1,,0,,0,,0,,0,
3032,20150331,S08000020,,Inpatient/Day case,C11,,457,,341,,300,,23,,9,,2,,4,,1,,0,,0,,0,,1,,0,,1,,0,,0,,0,,0,
3033,20160331,S08000020,,Inpatient/Day case,C11,,512,,291,,272,,32,,12,,1,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3034,20170331,S08000020,,Inpatient/Day case,C11,,242,,164,,139,,68,,31,,19,,17,,8,,8,,3,,0,,0,,1,,1,,0,,0,,0,,0,
3035,20180331,S08000020,,Inpatient/Day case,C11,,193,,123,,71,,30,,36,,33,,16,,9,,10,,7,,3,,5,,5,,9,,3,,0,,0,,0,
3036,20190331,S08000020,,Inpatient/Day case,C11,,187,,136,,106,,82,,52,,36,,27,,20,,28,,9,,6,,9,,11,,31,,17,,12,,4,,8,
3037,20200331,S08000020,,Inpatient/Day case,C11,,157,,155,,121,,96,,40,,26,,16,,8,,15,,10,,6,,10,,8,,8,,9,,3,,3,,3,
3038,20210331,S08000020,,Inpatient/Day case,C11,,135,,83,,20,,8,,10,,5,,5,,3,,3,,1,,3,,5,,3,,5,,1,,2,,0,,0,
3039,20220331,S08000020,,Inpatient/Day case,C11,,122,,115,,48,,23,,23,,14,,15,,8,,8,,7,,4,,5,,2,,13,,9,,5,,6,,8,
3040,20121231,S08000020,,Inpatient/Day case,C11,,539,,134,,33,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3041,20131231,S08000020,,Inpatient/Day case,C11,,773,,348,,299,,3,,4,,1,,1,,1,,0,,1,,0,,2,,0,,0,,0,,0,,0,,0,
3042,20141231,S08000020,,Inpatient/Day case,C11,,478,,348,,226,,24,,8,,5,,6,,1,,1,,0,,2,,0,,0,,0,,0,,0,,0,,0,
3043,20151231,S08000020,,Inpatient/Day case,C11,,539,,268,,267,,27,,8,,2,,4,,2,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,
3044,20161231,S08000020,,Inpatient/Day case,C11,,395,,309,,208,,92,,42,,8,,11,,5,,3,,2,,1,,1,,0,,0,,0,,0,,0,,0,
3045,20171231,S08000020,,Inpatient/Day case,C11,,216,,158,,88,,49,,34,,32,,27,,15,,20,,12,,14,,7,,8,,15,,1,,0,,0,,0,
3046,20181231,S08000020,,Inpatient/Day case,C11,,202,,121,,124,,97,,49,,33,,34,,27,,18,,13,,14,,19,,12,,33,,25,,11,,10,,7,
3047,20191231,S08000020,,Inpatient/Day case,C11,,204,,200,,129,,64,,33,,22,,17,,9,,15,,4,,7,,3,,10,,12,,12,,17,,7,,17,
3048,20201231,S08000020,,Inpatient/Day case,C11,,158,,71,,35,,23,,8,,7,,8,,3,,5,,5,,4,,4,,5,,9,,4,,2,,1,,2,
3049,20211231,S08000020,,Inpatient/Day case,C11,,101,,112,,42,,18,,14,,11,,2,,3,,1,,4,,0,,2,,1,,4,,1,,1,,2,,4,
3050,20130630,S08000020,,Inpatient/Day case,C12,,57,,57,,20,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3051,20140630,S08000020,,Inpatient/Day case,C12,,80,,44,,61,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3052,20150630,S08000020,,Inpatient/Day case,C12,,51,,45,,77,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3053,20160630,S08000020,,Inpatient/Day case,C12,,79,,58,,30,,4,,7,,3,,6,,2,,2,,2,,3,,1,,1,,3,,0,,0,,0,,0,
3054,20170630,S08000020,,Inpatient/Day case,C12,,71,,46,,21,,3,,13,,7,,3,,3,,2,,1,,0,,0,,0,,0,,0,,0,,0,,0,
3055,20180630,S08000020,,Inpatient/Day case,C12,,57,,13,,4,,5,,11,,7,,4,,1,,10,,10,,1,,0,,0,,0,,0,,0,,0,,0,
3056,20190630,S08000020,,Inpatient/Day case,C12,,26,,6,,6,,11,,9,,3,,2,,1,,5,,5,,5,,4,,0,,1,,0,,1,,0,,0,
3057,20200630,S08000020,,Inpatient/Day case,C12,,33,,8,,3,,2,,2,,0,,1,,0,,1,,1,,0,,0,,1,,0,,0,,0,,0,,0,
3058,20210630,S08000020,,Inpatient/Day case,C12,,36,,10,,6,,4,,7,,2,,4,,7,,1,,0,,0,,1,,1,,0,,0,,0,,0,,0,
3059,20130930,S08000020,,Inpatient/Day case,C12,,43,,65,,49,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3060,20140930,S08000020,,Inpatient/Day case,C12,,93,,46,,46,,2,,2,,0,,0,,2,,3,,5,,4,,0,,0,,0,,0,,0,,0,,0,
3061,20150930,S08000020,,Inpatient/Day case,C12,,36,,36,,35,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
3062,20160930,S08000020,,Inpatient/Day case,C12,,78,,37,,40,,12,,3,,0,,1,,2,,1,,1,,0,,1,,0,,0,,0,,0,,0,,0,
3063,20170930,S08000020,,Inpatient/Day case,C12,,65,,45,,17,,9,,1,,1,,0,,1,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,
3064,20180930,S08000020,,Inpatient/Day case,C12,,57,,9,,7,,5,,5,,2,,1,,5,,5,,3,,1,,1,,1,,1,,0,,0,,0,,0,
3065,20190930,S08000020,,Inpatient/Day case,C12,,43,,13,,14,,2,,3,,4,,4,,2,,4,,5,,2,,3,,2,,8,,1,,1,,1,,0,
3066,20200930,S08000020,,Inpatient/Day case,C12,,39,,8,,4,,1,,2,,1,,0,,2,,4,,1,,0,,1,,1,,1,,0,,0,,0,,0,
3067,20210930,S08000020,,Inpatient/Day case,C12,,31,,10,,9,,7,,3,,0,,0,,0,,1,,0,,0,,1,,1,,1,,0,,0,,0,,1,
