"QuarterEnding","HBT","HBTQF","PatientType","Specialty","SpecialtyQF","NumberWaiting","NumberWaitingQF","Available","AvailableQF","Unavailable","UnavailableQF","MedicalTotal","MedicalTotalQF","MedicalOtherMedicalCondition","MedicalOtherMedicalConditionQF","MedicalIndefinitelyUnavailable","MedicalIndefinitelyUnavailableQF","MedicalOther","MedicalOtherQF","PatientAdvisedTotal","PatientAdvisedTotalQF","PatientAdvisedHoliday","PatientAdvisedHolidayQF","PatientAdvisedPersonalCommitment","PatientAdvisedPersonalCommitmentQF","PatientAdvisedWorkCommitment","PatientAdvisedWorkCommitmentQF","PatientAdvisedCarerCommitment","PatientAdvisedCarerCommitmentQF","PatientAdvisedAcademicCommitment","PatientAdvisedAcademicCommitmentQF","PatientAdvisedJuryDuty","PatientAdvisedJuryDutyQF","PatientAdvisedWeather","PatientAdvisedWeatherQF","PatientAdvisedIndefinitelyUnavailable","PatientAdvisedIndefinitelyUnavailableQF","PatientAdvisedOther","PatientAdvisedOtherQF","PatientRequestedTotal","PatientRequestedTotalQF","PatientRequestedNamedConsultant","PatientRequestedNamedConsultantQF","PatientRequestedTreatedLocalHealthBoard","PatientRequestedTreatedLocalHealthBoardQF","SuspensionExceptionalCircumstances","SuspensionExceptionalCircumstancesQF","PFBUnavailability","PFBUnavailabilityQF"
"20150630","S08000029",,"New Outpatient","Z9","d",15430,,15316,,114,,35,,35,,0,,0,,79,,52,,12,,15,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20150930","S08000029",,"New Outpatient","Z9","d",14203,,14076,,127,,33,,33,,0,,0,,94,,65,,16,,13,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20151231","S08000029",,"New Outpatient","Z9","d",12157,,12033,,124,,37,,37,,0,,0,,84,,55,,19,,9,,0,,1,,0,,0,,0,,0,,3,,0,,3,,0,,0,
"20160331","S08000029",,"New Outpatient","Z9","d",12162,,12084,,78,,27,,27,,0,,0,,51,,29,,11,,11,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160630","S08000029",,"New Outpatient","Z9","d",12847,,12747,,100,,24,,24,,0,,0,,75,,51,,10,,12,,2,,0,,0,,0,,0,,0,,1,,1,,0,,0,,0,
"20160930","S08000029",,"New Outpatient","Z9","d",12021,,11918,,103,,23,,23,,0,,0,,79,,71,,3,,4,,1,,0,,0,,0,,0,,0,,1,,0,,1,,0,,0,
"20161231","S08000029",,"New Outpatient","Z9","d",11443,,11367,,76,,25,,25,,0,,0,,48,,41,,5,,1,,1,,0,,0,,0,,0,,0,,3,,1,,2,,0,,0,
"20170331","S08000029",,"New Outpatient","Z9","d",11630,,11533,,97,,39,,39,,0,,0,,57,,41,,10,,5,,1,,0,,0,,0,,0,,0,,1,,1,,0,,0,,0,
"20170630","S08000029",,"New Outpatient","Z9","d",15480,,15300,,180,,34,,34,,0,,0,,144,,105,,19,,15,,3,,2,,0,,0,,0,,0,,2,,2,,0,,0,,0,
"20170930","S08000029",,"New Outpatient","Z9","d",15491,,15322,,169,,41,,41,,0,,0,,125,,94,,17,,10,,3,,1,,0,,0,,0,,0,,3,,2,,1,,0,,0,
"20171231","S08000029",,"New Outpatient","Z9","d",14442,,14239,,203,,63,,63,,0,,0,,137,,78,,34,,22,,3,,0,,0,,0,,0,,0,,3,,0,,3,,0,,0,
"20180331","S08000029",,"New Outpatient","Z9","d",14375,,14245,,130,,50,,50,,0,,0,,78,,52,,12,,13,,0,,1,,0,,0,,0,,0,,2,,2,,0,,0,,0,
"20180630","S08000029",,"New Outpatient","Z9","d",14849,,14639,,210,,61,,61,,0,,0,,147,,112,,20,,15,,0,,0,,0,,0,,0,,0,,2,,2,,0,,0,,0,
"20180930","S08000029",,"New Outpatient","Z9","d",14226,,14038,,188,,50,,50,,0,,0,,133,,103,,20,,6,,4,,0,,0,,0,,0,,0,,4,,2,,2,,0,,1,
"20181231","S08000029",,"New Outpatient","Z9","d",13713,,13528,,185,,45,,45,,0,,0,,139,,83,,40,,11,,4,,1,,0,,0,,0,,0,,0,,0,,0,,0,,1,
"20190331","S08000029",,"New Outpatient","Z9","d",13356,,13225,,131,,39,,39,,0,,0,,92,,60,,23,,8,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20190630","S08000029",,"New Outpatient","Z9","d",14610,,14387,,223,,45,,45,,0,,0,,175,,139,,23,,13,,0,,0,,0,,0,,0,,0,,2,,1,,1,,0,,1,
"20190930","S08000029",,"New Outpatient","Z9","d",14857,,14624,,233,,52,,52,,0,,0,,169,,128,,21,,17,,3,,0,,0,,0,,0,,0,,11,,3,,8,,0,,1,
"20191231","S08000029",,"New Outpatient","Z9","d",13204,,13021,,183,,36,,36,,0,,0,,135,,93,,21,,16,,4,,1,,0,,0,,0,,0,,11,,3,,8,,0,,1,
"20200331","S08000029",,"New Outpatient","Z9","d",11266,,11148,,118,,40,,40,,0,,0,,71,,38,,16,,15,,1,,1,,0,,0,,0,,0,,2,,0,,2,,0,,5,
"20200630","S08000029",,"New Outpatient","Z9","d",11866,,11511,,355,,6,,6,,0,,0,,4,,1,,2,,1,,0,,0,,0,,0,,0,,0,,2,,2,,0,,1,,342,
"20200930","S08000029",,"New Outpatient","Z9","d",15621,,15308,,313,,2,,2,,0,,0,,23,,17,,1,,3,,0,,1,,1,,0,,0,,0,,0,,0,,0,,2,,286,
"20201231","S08000029",,"New Outpatient","Z9","d",16551,,16464,,87,,11,,11,,0,,0,,26,,12,,2,,11,,1,,0,,0,,0,,0,,0,,0,,0,,0,,6,,44,
"20210331","S08000029",,"New Outpatient","Z9","d",19112,,19074,,38,,11,,11,,0,,0,,13,,0,,9,,3,,0,,1,,0,,0,,0,,0,,1,,0,,1,,10,,3,
"20210630","S08000029",,"New Outpatient","Z9","d",20563,,20462,,101,,15,,15,,0,,0,,80,,42,,22,,13,,3,,0,,0,,0,,0,,0,,0,,0,,0,,5,,1,
"20210930","S08000029",,"New Outpatient","Z9","d",21258,,21182,,76,,18,,18,,0,,0,,54,,35,,10,,8,,1,,0,,0,,0,,0,,0,,3,,0,,3,,1,,0,
"20211231","S08000029",,"New Outpatient","Z9","d",20314,,20213,,101,,10,,10,,0,,0,,86,,45,,28,,12,,1,,0,,0,,0,,0,,0,,5,,3,,2,,0,,0,
"20220331","S08000029",,"New Outpatient","Z9","d",21152,,21088,,64,,10,,10,,0,,0,,51,,27,,17,,5,,0,,2,,0,,0,,0,,0,,3,,1,,2,,0,,0,
"20121231","S08000031",,"New Outpatient","Z9","d",46867,,43778,,3089,,454,,3,,0,,451,,2564,,0,,1,,1,,1,,0,,0,,0,,0,,2561,,1,,1,,0,,0,,70,
"20130331","S08000031",,"New Outpatient","Z9","d",48219,,45946,,2273,,317,,31,,1,,285,,1651,,46,,74,,16,,6,,1,,0,,0,,1,,1507,,197,,68,,129,,1,,107,
"20130630","S08000031",,"New Outpatient","Z9","d",58804,,56271,,2533,,301,,239,,10,,52,,1114,,614,,301,,136,,22,,16,,1,,0,,0,,24,,1007,,194,,813,,0,,111,
"20130930","S08000031",,"New Outpatient","Z9","d",63008,,60721,,2287,,296,,285,,1,,10,,1140,,473,,410,,191,,33,,20,,0,,0,,0,,13,,671,,226,,445,,0,,180,
"20131231","S08000031",,"New Outpatient","Z9","d",61314,,59027,,2287,,274,,273,,0,,1,,1097,,368,,461,,226,,15,,12,,2,,0,,0,,13,,816,,146,,670,,0,,100,
"20140331","S08000031",,"New Outpatient","Z9","d",64498,,62593,,1905,,235,,235,,0,,0,,641,,255,,223,,130,,13,,18,,2,,0,,0,,0,,953,,145,,808,,0,,76,
"20140630","S08000031",,"New Outpatient","Z9","d",69255,,66291,,2964,,219,,219,,0,,0,,1459,,945,,307,,176,,17,,13,,0,,0,,0,,1,,1155,,294,,861,,0,,131,
"20140930","S08000031",,"New Outpatient","Z9","d",66819,,63692,,3127,,245,,245,,0,,0,,963,,520,,238,,181,,10,,10,,1,,0,,0,,3,,1890,,376,,1514,,0,,29,
"20141231","S08000031",,"New Outpatient","Z9","d",64559,,61613,,2946,,266,,266,,0,,0,,1054,,470,,396,,163,,11,,10,,2,,0,,0,,2,,1458,,170,,1288,,0,,168,
"20150331","S08000031",,"New Outpatient","Z9","d",65222,,63116,,2106,,226,,226,,0,,0,,715,,298,,241,,148,,13,,13,,2,,0,,0,,0,,997,,174,,823,,0,,168,
"20150630","S08000031",,"New Outpatient","Z9","d",71197,,67816,,3381,,236,,236,,0,,0,,1428,,944,,270,,171,,23,,11,,0,,0,,0,,9,,1340,,349,,991,,0,,377,
"20150930","S08000031",,"New Outpatient","Z9","d",72899,,69041,,3858,,236,,236,,0,,0,,1243,,653,,350,,191,,20,,19,,2,,0,,0,,8,,2301,,455,,1846,,0,,78,
"20151231","S08000031",,"New Outpatient","Z9","d",70629,,66406,,4223,,245,,245,,0,,0,,1362,,547,,587,,199,,12,,11,,2,,1,,0,,3,,2399,,494,,1905,,0,,217,
"20160331","S08000031",,"New Outpatient","Z9","d",70629,,67786,,2843,,210,,210,,0,,0,,962,,452,,335,,148,,13,,13,,0,,0,,0,,1,,1520,,319,,1201,,0,,151,
"20160630","S08000031",,"New Outpatient","Z9","d",80487,,75147,,5340,,213,,213,,0,,0,,1775,,1218,,388,,146,,15,,7,,0,,0,,0,,1,,3127,,442,,2685,,0,,225,
"20160930","S08000031",,"New Outpatient","Z9","d",83228,,81126,,2102,,179,,179,,0,,0,,1291,,704,,380,,162,,22,,15,,1,,0,,0,,7,,433,,433,,0,,0,,199,
"20161231","S08000031",,"New Outpatient","Z9","d",80231,,78278,,1953,,175,,175,,0,,0,,1331,,654,,474,,184,,10,,6,,0,,0,,0,,3,,178,,178,,0,,0,,269,
"20170331","S08000031",,"New Outpatient","Z9","d",81497,,79888,,1609,,175,,175,,0,,0,,911,,478,,285,,127,,10,,10,,1,,0,,0,,0,,136,,136,,0,,0,,387,
"20170630","S08000031",,"New Outpatient","Z9","d",90305,,88431,,1874,,137,,137,,0,,0,,1500,,1111,,265,,105,,8,,7,,1,,0,,0,,3,,109,,109,,0,,0,,128,
"20170930","S08000031",,"New Outpatient","Z9","d",90931,,89599,,1332,,127,,127,,0,,0,,995,,597,,266,,113,,9,,7,,2,,0,,0,,1,,28,,28,,0,,0,,182,
"20171231","S08000031",,"New Outpatient","Z9","d",85825,,84275,,1550,,157,,157,,0,,0,,1152,,572,,424,,143,,7,,6,,0,,0,,0,,0,,15,,15,,0,,0,,226,
"20180331","S08000031",,"New Outpatient","Z9","d",84454,,82985,,1469,,128,,128,,0,,0,,810,,419,,275,,100,,2,,11,,3,,0,,0,,0,,16,,16,,0,,0,,515,
"20180630","S08000031",,"New Outpatient","Z9","d",86351,,84094,,2257,,111,,111,,0,,0,,1615,,1183,,321,,95,,8,,6,,2,,0,,0,,0,,15,,15,,0,,0,,516,
"20180930","S08000031",,"New Outpatient","Z9","d",86067,,84269,,1798,,136,,136,,0,,0,,986,,608,,265,,94,,7,,10,,2,,0,,0,,0,,15,,15,,0,,0,,661,
"20181231","S08000031",,"New Outpatient","Z9","d",80774,,78354,,2420,,117,,117,,0,,0,,1070,,531,,417,,113,,3,,5,,1,,0,,0,,0,,18,,18,,0,,0,,1215,
"20190331","S08000031",,"New Outpatient","Z9","d",78946,,77249,,1697,,128,,128,,0,,0,,998,,423,,449,,103,,8,,14,,1,,0,,0,,0,,15,,15,,0,,0,,556,
"20190630","S08000031",,"New Outpatient","Z9","d",82752,,80368,,2384,,146,,146,,0,,0,,1393,,975,,297,,107,,7,,7,,0,,0,,0,,0,,17,,17,,0,,0,,828,
"20190930","S08000031",,"New Outpatient","Z9","d",82261,,80017,,2244,,141,,141,,0,,0,,983,,593,,255,,122,,7,,4,,2,,0,,0,,0,,13,,13,,0,,0,,1107,
"20191231","S08000031",,"New Outpatient","Z9","d",76015,,73963,,2052,,125,,125,,0,,0,,1032,,471,,427,,123,,5,,5,,0,,0,,0,,1,,7,,7,,0,,0,,888,
"20200331","S08000031",,"New Outpatient","Z9","d",72460,,70293,,2167,,282,,282,,0,,0,,922,,221,,649,,47,,3,,2,,0,,0,,0,,0,,5,,5,,0,,3,,955,
"20200630","S08000031",,"New Outpatient","Z9","d",75839,,74585,,1254,,184,,184,,0,,0,,319,,17,,286,,9,,7,,0,,0,,0,,0,,0,,3,,3,,0,,8,,740,
"20200930","S08000031",,"New Outpatient","Z9","d",89496,,88423,,1073,,179,,179,,0,,0,,162,,58,,72,,29,,3,,0,,0,,0,,0,,0,,3,,3,,0,,29,,700,
"20201231","S08000031",,"New Outpatient","Z9","d",94991,,94157,,834,,164,,164,,0,,0,,367,,53,,245,,55,,12,,2,,0,,0,,0,,0,,6,,6,,0,,161,,136,
"20210331","S08000031",,"New Outpatient","Z9","d",95470,,94678,,792,,159,,159,,0,,0,,287,,12,,225,,44,,1,,3,,1,,0,,0,,1,,4,,4,,0,,249,,93,
"20210630","S08000031",,"New Outpatient","Z9","d",113351,,112418,,933,,170,,170,,0,,0,,582,,203,,236,,136,,4,,3,,0,,0,,0,,0,,3,,3,,0,,48,,130,
"20210930","S08000031",,"New Outpatient","Z9","d",122988,,122088,,900,,141,,141,,0,,0,,448,,227,,159,,57,,0,,5,,0,,0,,0,,0,,2,,2,,0,,25,,284,
"20211231","S08000031",,"New Outpatient","Z9","d",125351,,124119,,1232,,167,,167,,0,,0,,712,,327,,314,,60,,5,,6,,0,,0,,0,,0,,3,,3,,0,,47,,303,
"20220331","S08000031",,"New Outpatient","Z9","d",125465,,124520,,945,,192,,192,,0,,0,,543,,253,,235,,42,,8,,5,,0,,0,,0,,0,,7,,7,,0,,73,,130,
"20121231","S08000022",,"New Outpatient","Z9","d",9078,,8456,,622,,158,,0,,0,,158,,461,,0,,1,,0,,0,,0,,0,,0,,0,,460,,0,,0,,0,,0,,3,
"20130331","S08000022",,"New Outpatient","Z9","d",9886,,9525,,361,,131,,0,,0,,131,,221,,0,,1,,0,,0,,0,,0,,0,,0,,220,,1,,1,,0,,0,,8,
"20130630","S08000022",,"New Outpatient","Z9","d",10639,,10175,,464,,150,,7,,0,,143,,308,,0,,3,,2,,0,,0,,0,,0,,0,,303,,1,,1,,0,,0,,5,
"20130930","S08000022",,"New Outpatient","Z9","d",10781,,10202,,579,,145,,58,,0,,87,,421,,1,,20,,14,,1,,1,,0,,0,,0,,384,,6,,3,,3,,0,,7,
"20131231","S08000022",,"New Outpatient","Z9","d",10474,,10087,,387,,63,,60,,0,,3,,301,,12,,147,,43,,1,,1,,0,,9,,0,,88,,17,,9,,8,,0,,6,
"20140331","S08000022",,"New Outpatient","Z9","d",9136,,8983,,153,,12,,12,,0,,0,,118,,33,,60,,15,,0,,1,,0,,0,,1,,8,,17,,6,,11,,0,,6,
"20140630","S08000022",,"New Outpatient","Z9","d",10730,,10417,,313,,16,,16,,0,,0,,164,,53,,53,,28,,1,,2,,0,,0,,0,,27,,56,,14,,42,,0,,77,
"20140930","S08000022",,"New Outpatient","Z9","d",12374,,12058,,316,,13,,13,,0,,0,,191,,81,,52,,41,,0,,3,,0,,0,,0,,14,,44,,10,,34,,0,,68,
"20141231","S08000022",,"New Outpatient","Z9","d",13103,,12794,,309,,17,,17,,0,,0,,157,,62,,60,,25,,2,,2,,0,,0,,0,,6,,20,,6,,14,,0,,115,
"20150331","S08000022",,"New Outpatient","Z9","d",13216,,12937,,279,,23,,23,,0,,0,,140,,46,,56,,24,,1,,2,,0,,4,,0,,7,,40,,6,,34,,0,,76,
"20150630","S08000022",,"New Outpatient","Z9","d",14045,,13610,,435,,17,,17,,0,,0,,210,,90,,62,,36,,3,,1,,0,,0,,0,,18,,47,,10,,37,,0,,161,
"20150930","S08000022",,"New Outpatient","Z9","d",14363,,13902,,461,,33,,33,,0,,0,,193,,101,,53,,31,,1,,3,,0,,0,,0,,4,,53,,7,,46,,0,,182,
"20151231","S08000022",,"New Outpatient","Z9","d",13943,,13585,,358,,21,,21,,0,,0,,171,,57,,70,,32,,1,,1,,0,,0,,0,,10,,39,,3,,36,,0,,127,
"20160331","S08000022",,"New Outpatient","Z9","d",14468,,14162,,306,,20,,20,,0,,0,,151,,50,,64,,28,,1,,4,,0,,0,,0,,4,,46,,1,,45,,0,,89,
"20160630","S08000022",,"New Outpatient","Z9","d",15284,,14914,,370,,26,,26,,0,,0,,192,,86,,66,,37,,2,,0,,0,,0,,0,,1,,43,,2,,41,,0,,109,
"20160930","S08000022",,"New Outpatient","Z9","d",16727,,16361,,366,,39,,39,,0,,0,,210,,94,,68,,46,,2,,0,,0,,0,,0,,0,,49,,1,,48,,0,,68,
"20161231","S08000022",,"New Outpatient","Z9","d",16289,,15633,,656,,47,,47,,0,,0,,199,,73,,89,,29,,1,,1,,0,,0,,0,,6,,50,,2,,48,,0,,360,
"20170331","S08000022",,"New Outpatient","Z9","d",15226,,14779,,447,,36,,36,,0,,0,,195,,64,,89,,37,,4,,1,,0,,0,,0,,0,,47,,2,,45,,0,,169,
"20170630","S08000022",,"New Outpatient","Z9","d",14666,,14183,,483,,43,,43,,0,,0,,191,,87,,74,,27,,1,,1,,0,,0,,0,,1,,97,,1,,96,,0,,152,
"20170930","S08000022",,"New Outpatient","Z9","d",13664,,13262,,402,,47,,47,,0,,0,,225,,116,,74,,30,,3,,2,,0,,0,,0,,0,,37,,0,,37,,0,,93,
"20171231","S08000022",,"New Outpatient","Z9","d",12342,,11862,,480,,57,,57,,0,,0,,225,,80,,111,,28,,5,,0,,0,,1,,0,,0,,16,,3,,13,,0,,182,
"20180331","S08000022",,"New Outpatient","Z9","d",11822,,11488,,334,,45,,45,,0,,0,,140,,48,,55,,31,,2,,4,,0,,0,,0,,0,,25,,5,,20,,0,,124,
"20180630","S08000022",,"New Outpatient","Z9","d",12138,,11758,,380,,45,,45,,0,,0,,162,,76,,54,,27,,3,,2,,0,,0,,0,,0,,36,,1,,35,,0,,137,
"20180930","S08000022",,"New Outpatient","Z9","d",12612,,12157,,455,,54,,54,,0,,0,,178,,97,,52,,25,,2,,2,,0,,0,,0,,0,,9,,5,,4,,0,,214,
"20181231","S08000022",,"New Outpatient","Z9","d",12222,,11684,,538,,54,,54,,0,,0,,226,,81,,106,,38,,1,,0,,0,,0,,0,,0,,9,,3,,6,,0,,249,
"20190331","S08000022",,"New Outpatient","Z9","d",11328,,11063,,265,,62,,62,,0,,0,,126,,50,,53,,18,,3,,1,,1,,0,,0,,0,,5,,1,,4,,0,,72,
"20190630","S08000022",,"New Outpatient","Z9","d",13300,,12845,,455,,44,,44,,0,,0,,135,,61,,50,,21,,3,,0,,0,,0,,0,,0,,9,,4,,5,,0,,267,
"20190930","S08000022",,"New Outpatient","Z9","d",13069,,12749,,320,,54,,54,,0,,0,,192,,90,,60,,35,,3,,4,,0,,0,,0,,0,,2,,1,,1,,0,,72,
"20191231","S08000022",,"New Outpatient","Z9","d",11486,,11182,,304,,46,,46,,0,,0,,233,,78,,116,,31,,5,,3,,0,,0,,0,,0,,21,,0,,21,,0,,4,
"20200331","S08000022",,"New Outpatient","Z9","d",10307,,10109,,198,,41,,41,,0,,0,,140,,22,,99,,15,,0,,4,,0,,0,,0,,0,,10,,1,,9,,0,,7,
"20200630","S08000022",,"New Outpatient","Z9","d",9697,,9612,,85,,35,,35,,0,,0,,42,,0,,38,,2,,2,,0,,0,,0,,0,,0,,1,,1,,0,,4,,3,
"20200930","S08000022",,"New Outpatient","Z9","d",11859,,11780,,79,,29,,29,,0,,0,,38,,12,,19,,7,,0,,0,,0,,0,,0,,0,,1,,1,,0,,9,,2,
"20201231","S08000022",,"New Outpatient","Z9","d",13011,,12892,,119,,35,,35,,0,,0,,65,,9,,45,,11,,0,,0,,0,,0,,0,,0,,1,,1,,0,,17,,1,
"20210331","S08000022",,"New Outpatient","Z9","d",13816,,13705,,111,,30,,30,,0,,0,,41,,0,,31,,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,40,,0,
"20210630","S08000022",,"New Outpatient","Z9","d",15740,,15642,,98,,30,,30,,0,,0,,62,,13,,37,,12,,0,,0,,0,,0,,0,,0,,3,,1,,2,,3,,0,
"20210930","S08000022",,"New Outpatient","Z9","d",17827,,17734,,93,,23,,23,,0,,0,,67,,23,,37,,7,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3,,0,
"20211231","S08000022",,"New Outpatient","Z9","d",17909,,17781,,128,,24,,24,,0,,0,,90,,19,,62,,7,,1,,1,,0,,0,,0,,0,,3,,2,,1,,11,,0,
"20220331","S08000022",,"New Outpatient","Z9","d",18138,,17994,,144,,20,,20,,0,,0,,115,,31,,71,,11,,1,,1,,0,,0,,0,,0,,1,,1,,0,,8,,0,
"20121231","S08000025",,"New Outpatient","Z9","d",476,,447,,29,,1,,0,,0,,1,,22,,1,,2,,0,,0,,0,,0,,0,,0,,19,,6,,0,,6,,0,,0,
"20130331","S08000025",,"New Outpatient","Z9","d",418,,391,,27,,1,,0,,1,,0,,12,,5,,2,,1,,0,,0,,0,,0,,0,,4,,14,,0,,14,,0,,0,
"20130630","S08000025",,"New Outpatient","Z9","d",504,,471,,33,,0,,0,,0,,0,,29,,5,,8,,7,,0,,0,,0,,0,,0,,9,,4,,1,,3,,0,,0,
"20130930","S08000025",,"New Outpatient","Z9","d",542,,475,,67,,0,,0,,0,,0,,52,,10,,7,,8,,0,,0,,0,,0,,0,,27,,15,,0,,15,,0,,0,
"20131231","S08000025",,"New Outpatient","Z9","d",594,,526,,68,,3,,3,,0,,0,,65,,4,,12,,4,,0,,0,,0,,2,,0,,43,,0,,0,,0,,0,,0,
"20140331","S08000025",,"New Outpatient","Z9","d",512,,479,,33,,0,,0,,0,,0,,33,,3,,11,,3,,0,,0,,0,,0,,0,,16,,0,,0,,0,,0,,0,
"20140630","S08000025",,"New Outpatient","Z9","d",603,,578,,25,,0,,0,,0,,0,,25,,11,,8,,3,,0,,0,,0,,0,,0,,3,,0,,0,,0,,0,,0,
"20140930","S08000025",,"New Outpatient","Z9","d",533,,500,,33,,0,,0,,0,,0,,32,,8,,6,,5,,0,,0,,0,,0,,0,,13,,1,,1,,0,,0,,0,
"20141231","S08000025",,"New Outpatient","Z9","d",584,,545,,39,,0,,0,,0,,0,,39,,10,,13,,2,,0,,0,,0,,2,,0,,12,,0,,0,,0,,0,,0,
"20150331","S08000025",,"New Outpatient","Z9","d",527,,483,,44,,0,,0,,0,,0,,44,,6,,17,,2,,0,,0,,0,,1,,0,,18,,0,,0,,0,,0,,0,
"20150630","S08000025",,"New Outpatient","Z9","d",591,,558,,33,,0,,0,,0,,0,,33,,4,,5,,1,,0,,1,,0,,0,,0,,22,,0,,0,,0,,0,,0,
"20150930","S08000025",,"New Outpatient","Z9","d",660,,596,,64,,1,,1,,0,,0,,63,,8,,9,,1,,1,,1,,0,,0,,0,,43,,0,,0,,0,,0,,0,
"20151231","S08000025",,"New Outpatient","Z9","d",773,,722,,51,,1,,1,,0,,0,,50,,2,,6,,1,,0,,0,,0,,0,,0,,41,,0,,0,,0,,0,,0,
"20160331","S08000025",,"New Outpatient","Z9","d",772,,693,,79,,0,,0,,0,,0,,76,,9,,4,,5,,0,,0,,0,,2,,0,,56,,3,,0,,3,,0,,0,
"20160630","S08000025",,"New Outpatient","Z9","d",753,,694,,59,,3,,3,,0,,0,,48,,4,,4,,4,,0,,0,,0,,0,,0,,36,,8,,3,,5,,0,,0,
"20160930","S08000025",,"New Outpatient","Z9","d",693,,623,,70,,2,,2,,0,,0,,20,,5,,3,,4,,0,,1,,0,,0,,0,,7,,48,,2,,46,,0,,0,
"20161231","S08000025",,"New Outpatient","Z9","d",784,,725,,59,,0,,0,,0,,0,,12,,3,,6,,3,,0,,0,,0,,0,,0,,0,,47,,0,,47,,0,,0,
"20170331","S08000025",,"New Outpatient","Z9","d",742,,665,,77,,0,,0,,0,,0,,10,,4,,5,,1,,0,,0,,0,,0,,0,,0,,67,,0,,67,,0,,0,
"20170630","S08000025",,"New Outpatient","Z9","d",908,,844,,64,,0,,0,,0,,0,,9,,5,,2,,2,,0,,0,,0,,0,,0,,0,,55,,1,,54,,0,,0,
"20170930","S08000025",,"New Outpatient","Z9","d",1056,,984,,72,,1,,1,,0,,0,,16,,8,,3,,4,,1,,0,,0,,0,,0,,0,,55,,0,,55,,0,,0,
"20171231","S08000025",,"New Outpatient","Z9","d",879,,800,,79,,1,,1,,0,,0,,21,,4,,9,,4,,0,,0,,0,,4,,0,,0,,57,,0,,57,,0,,0,
"20180331","S08000025",,"New Outpatient","Z9","d",869,,787,,82,,2,,2,,0,,0,,11,,2,,6,,2,,0,,1,,0,,0,,0,,0,,69,,0,,69,,0,,0,
"20180630","S08000025",,"New Outpatient","Z9","d",946,,889,,57,,1,,1,,0,,0,,10,,5,,4,,1,,0,,0,,0,,0,,0,,0,,45,,0,,45,,0,,1,
"20180930","S08000025",,"New Outpatient","Z9","d",861,,802,,59,,1,,1,,0,,0,,16,,5,,9,,2,,0,,0,,0,,0,,0,,0,,42,,0,,42,,0,,0,
"20181231","S08000025",,"New Outpatient","Z9","d",847,,825,,22,,3,,3,,0,,0,,10,,3,,4,,3,,0,,0,,0,,0,,0,,0,,9,,0,,9,,0,,0,
"20190331","S08000025",,"New Outpatient","Z9","d",931,,886,,45,,2,,2,,0,,0,,11,,2,,5,,3,,0,,1,,0,,0,,0,,0,,32,,1,,31,,0,,0,
"20190630","S08000025",,"New Outpatient","Z9","d",1124,,1082,,42,,4,,4,,0,,0,,11,,3,,6,,2,,0,,0,,0,,0,,0,,0,,27,,2,,25,,0,,0,
"20190930","S08000025",,"New Outpatient","Z9","d",969,,907,,62,,8,,8,,0,,0,,21,,3,,10,,5,,1,,2,,0,,0,,0,,0,,32,,0,,32,,0,,1,
"20191231","S08000025",,"New Outpatient","Z9","d",807,,785,,22,,3,,3,,0,,0,,16,,4,,8,,3,,1,,0,,0,,0,,0,,0,,1,,0,,1,,0,,2,
"20200331","S08000025",,"New Outpatient","Z9","d",673,,642,,31,,7,,7,,0,,0,,22,,2,,16,,3,,0,,1,,0,,0,,0,,0,,1,,0,,1,,1,,0,
"20200630","S08000025",,"New Outpatient","Z9","d",724,,717,,7,,3,,3,,0,,0,,1,,0,,0,,1,,0,,0,,0,,0,,0,,0,,2,,0,,2,,1,,0,
"20200930","S08000025",,"New Outpatient","Z9","d",929,,917,,12,,5,,5,,0,,0,,4,,1,,2,,1,,0,,0,,0,,0,,0,,0,,2,,0,,2,,1,,0,
"20201231","S08000025",,"New Outpatient","Z9","d",1050,,1036,,14,,4,,4,,0,,0,,3,,0,,2,,0,,1,,0,,0,,0,,0,,0,,5,,0,,5,,2,,0,
"20210331","S08000025",,"New Outpatient","Z9","d",907,,891,,16,,3,,3,,0,,0,,3,,1,,1,,1,,0,,0,,0,,0,,0,,0,,7,,0,,7,,3,,0,
"20210630","S08000025",,"New Outpatient","Z9","d",954,,937,,17,,3,,3,,0,,0,,11,,4,,5,,2,,0,,0,,0,,0,,0,,0,,2,,2,,0,,1,,0,
"20210930","S08000025",,"New Outpatient","Z9","d",1057,,1043,,14,,5,,5,,0,,0,,9,,2,,5,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20211231","S08000025",,"New Outpatient","Z9","d",1140,,1127,,13,,3,,3,,0,,0,,9,,3,,3,,1,,2,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,
"20220331","S08000025",,"New Outpatient","Z9","d",993,,986,,7,,2,,2,,0,,0,,5,,1,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20121231","S08000026",,"New Outpatient","Z9","d",786,,696,,90,,31,,0,,0,,31,,59,,0,,0,,0,,0,,0,,0,,0,,0,,59,,0,,0,,0,,0,,0,
