"MonthEnd","HBT","HBTQF","PatientType","Specialty","SpecialtyQF","LessThan4WeekWait","LessThan4WeekWaitQF","4To8WeekWait","4To8WeekWaitQF","8To12WeekWait","8To12WeekWaitQF","12To16WeekWait","12To16WeekWaitQF","16To20WeekWait","16To20WeekWaitQF","20To24WeekWait","20To24WeekWaitQF","24To28WeekWait","24To28WeekWaitQF","28To32WeekWait","28To32WeekWaitQF","32To36WeekWait","32To36WeekWaitQF","36To40WeekWait","36To40WeekWaitQF","40To44WeekWait","40To44WeekWaitQF","44To48WeekWait","44To48WeekWaitQF","48To52WeekWait","48To52WeekWaitQF","52To65WeekWait","52To65WeekWaitQF","65To78WeekWait","65To78WeekWaitQF","78To91WeekWait","78To91WeekWaitQF","91To104WeekWait","91To104WeekWaitQF","Over104WeekWait","Over104WeekWaitQF"
"20220331","S08000031",,"Inpatient/Day case","C31",,13,,2,,11,,3,,2,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20121231","S08000031",,"Inpatient/Day case","C31",,31,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20131231","S08000031",,"Inpatient/Day case","C31",,48,,14,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20141231","S08000031",,"Inpatient/Day case","C31",,58,,17,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20151231","S08000031",,"Inpatient/Day case","C31",,41,,17,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20161231","S08000031",,"Inpatient/Day case","C31",,48,,33,,17,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20171231","S08000031",,"Inpatient/Day case","C31",,35,,21,,9,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20181231","S08000031",,"Inpatient/Day case","C31",,39,,14,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20191231","S08000031",,"Inpatient/Day case","C31",,28,,20,,14,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20201231","S08000031",,"Inpatient/Day case","C31",,4,,9,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,
"20211231","S08000031",,"Inpatient/Day case","C31",,12,,4,,8,,0,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20130630","S08000031",,"Inpatient/Day case","C4",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20140630","S08000031",,"Inpatient/Day case","C4",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20150630","S08000031",,"Inpatient/Day case","C4",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20160630","S08000031",,"Inpatient/Day case","C4",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20170630","S08000031",,"Inpatient/Day case","C4",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20180630","S08000031",,"Inpatient/Day case","C4",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20190630","S08000031",,"Inpatient/Day case","C4",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20200630","S08000031",,"Inpatient/Day case","C4",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20210630","S08000031",,"Inpatient/Day case","C4",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20130930","S08000031",,"Inpatient/Day case","C4",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20140930","S08000031",,"Inpatient/Day case","C4",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20150930","S08000031",,"Inpatient/Day case","C4",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20160930","S08000031",,"Inpatient/Day case","C4",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20170930","S08000031",,"Inpatient/Day case","C4",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20180930","S08000031",,"Inpatient/Day case","C4",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20190930","S08000031",,"Inpatient/Day case","C4",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20200930","S08000031",,"Inpatient/Day case","C4",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20210930","S08000031",,"Inpatient/Day case","C4",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20130331","S08000031",,"Inpatient/Day case","C4",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20140331","S08000031",,"Inpatient/Day case","C4",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20150331","S08000031",,"Inpatient/Day case","C4",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20160331","S08000031",,"Inpatient/Day case","C4",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20170331","S08000031",,"Inpatient/Day case","C4",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20180331","S08000031",,"Inpatient/Day case","C4",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20190331","S08000031",,"Inpatient/Day case","C4",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20200331","S08000031",,"Inpatient/Day case","C4",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20210331","S08000031",,"Inpatient/Day case","C4",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20220331","S08000031",,"Inpatient/Day case","C4",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20121231","S08000031",,"Inpatient/Day case","C4",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20131231","S08000031",,"Inpatient/Day case","C4",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20141231","S08000031",,"Inpatient/Day case","C4",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20151231","S08000031",,"Inpatient/Day case","C4",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20161231","S08000031",,"Inpatient/Day case","C4",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20171231","S08000031",,"Inpatient/Day case","C4",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20181231","S08000031",,"Inpatient/Day case","C4",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20191231","S08000031",,"Inpatient/Day case","C4",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20201231","S08000031",,"Inpatient/Day case","C4",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20211231","S08000031",,"Inpatient/Day case","C4",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20140930","S08000031",,"Inpatient/Day case","C41",,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20141231","S08000031",,"Inpatient/Day case","C41",,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20151231","S08000031",,"Inpatient/Day case","C41",,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20130630","S08000031",,"Inpatient/Day case","C5",,787,,306,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20140630","S08000031",,"Inpatient/Day case","C5",,772,,433,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20150630","S08000031",,"Inpatient/Day case","C5",,749,,558,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160630","S08000031",,"Inpatient/Day case","C5",,722,,512,,82,,10,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20170630","S08000031",,"Inpatient/Day case","C5",,612,,306,,250,,149,,113,,56,,10,,6,,6,,2,,0,,1,,0,,0,,0,,0,,0,,0,
"20180630","S08000031",,"Inpatient/Day case","C5",,599,,406,,230,,168,,142,,147,,99,,156,,118,,28,,10,,2,,0,,2,,0,,1,,0,,0,
"20190630","S08000031",,"Inpatient/Day case","C5",,591,,417,,308,,232,,185,,138,,104,,155,,121,,145,,107,,102,,71,,101,,2,,0,,0,,2,
"20200630","S08000031",,"Inpatient/Day case","C5",,114,,37,,53,,263,,468,,351,,167,,229,,130,,215,,202,,114,,94,,327,,73,,15,,8,,1,
"20210630","S08000031",,"Inpatient/Day case","C5",,306,,198,,164,,179,,154,,111,,64,,110,,102,,75,,71,,52,,32,,67,,542,,334,,116,,39,
"20130930","S08000031",,"Inpatient/Day case","C5",,709,,356,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20140930","S08000031",,"Inpatient/Day case","C5",,737,,334,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20150930","S08000031",,"Inpatient/Day case","C5",,648,,533,,3,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160930","S08000031",,"Inpatient/Day case","C5",,633,,388,,237,,18,,8,,3,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20170930","S08000031",,"Inpatient/Day case","C5",,620,,416,,203,,119,,119,,108,,54,,9,,9,,1,,1,,0,,0,,1,,0,,0,,0,,0,
"20180930","S08000031",,"Inpatient/Day case","C5",,502,,404,,228,,180,,147,,116,,145,,110,,115,,47,,27,,13,,2,,0,,2,,0,,1,,0,
"20190930","S08000031",,"Inpatient/Day case","C5",,600,,422,,283,,270,,209,,143,,181,,148,,109,,75,,126,,104,,120,,147,,8,,0,,0,,1,
"20200930","S08000031",,"Inpatient/Day case","C5",,216,,129,,66,,59,,18,,40,,114,,386,,331,,159,,189,,148,,168,,418,,298,,64,,13,,8,
"20210930","S08000031",,"Inpatient/Day case","C5",,375,,235,,163,,166,,132,,141,,109,,159,,95,,38,,78,,107,,67,,150,,54,,461,,206,,69,
"20130331","S08000031",,"Inpatient/Day case","C5",,651,,301,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20140331","S08000031",,"Inpatient/Day case","C5",,674,,320,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20150331","S08000031",,"Inpatient/Day case","C5",,776,,381,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160331","S08000031",,"Inpatient/Day case","C5",,742,,498,,14,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20170331","S08000031",,"Inpatient/Day case","C5",,593,,392,,220,,113,,32,,12,,5,,2,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,
"20180331","S08000031",,"Inpatient/Day case","C5",,602,,428,,305,,133,,235,,150,,123,,133,,34,,5,,8,,1,,1,,1,,1,,1,,0,,0,
"20190331","S08000031",,"Inpatient/Day case","C5",,637,,432,,265,,141,,182,,155,,159,,114,,114,,90,,116,,94,,48,,13,,1,,0,,1,,1,
"20200331","S08000031",,"Inpatient/Day case","C5",,388,,475,,349,,161,,206,,148,,225,,184,,100,,121,,121,,118,,40,,76,,15,,9,,0,,1,
"20210331","S08000031",,"Inpatient/Day case","C5",,400,,200,,162,,105,,160,,114,,92,,93,,57,,28,,27,,18,,31,,681,,420,,273,,81,,18,
"20220331","S08000031",,"Inpatient/Day case","C5",,483,,347,,301,,156,,226,,162,,147,,154,,126,,111,,96,,86,,85,,295,,211,,131,,42,,594,
"20121231","S08000031",,"Inpatient/Day case","C5",,633,,219,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20131231","S08000031",,"Inpatient/Day case","C5",,641,,338,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20141231","S08000031",,"Inpatient/Day case","C5",,734,,366,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20151231","S08000031",,"Inpatient/Day case","C5",,754,,441,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20161231","S08000031",,"Inpatient/Day case","C5",,698,,399,,227,,14,,12,,5,,6,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20171231","S08000031",,"Inpatient/Day case","C5",,559,,516,,267,,186,,185,,164,,83,,63,,9,,3,,1,,1,,1,,1,,1,,0,,0,,0,
"20181231","S08000031",,"Inpatient/Day case","C5",,513,,445,,293,,167,,150,,133,,126,,132,,114,,111,,87,,42,,9,,5,,0,,1,,0,,1,
"20191231","S08000031",,"Inpatient/Day case","C5",,508,,408,,314,,301,,227,,147,,171,,164,,153,,106,,123,,70,,64,,145,,25,,1,,0,,1,
"20201231","S08000031",,"Inpatient/Day case","C5",,218,,205,,142,,115,,92,,57,,38,,22,,25,,40,,256,,280,,205,,434,,381,,207,,33,,8,
"20211231","S08000031",,"Inpatient/Day case","C5",,364,,288,,230,,214,,159,,143,,148,,118,,114,,86,,156,,90,,62,,237,,145,,48,,429,,228,
"20160630","S08000031",,"Inpatient/Day case","C51",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20170630","S08000031",,"Inpatient/Day case","C51",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20200630","S08000031",,"Inpatient/Day case","C51",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20190930","S08000031",,"Inpatient/Day case","C51",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20170331","S08000031",,"Inpatient/Day case","C51",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20200331","S08000031",,"Inpatient/Day case","C51",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20191231","S08000031",,"Inpatient/Day case","C51",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20201231","S08000031",,"Inpatient/Day case","C51",,,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u",,":u"
"20130630","S08000031",,"Inpatient/Day case","C6",,92,,41,,6,,0,,0,,1,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20140630","S08000031",,"Inpatient/Day case","C6",,104,,36,,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20150630","S08000031",,"Inpatient/Day case","C6",,122,,64,,18,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160630","S08000031",,"Inpatient/Day case","C6",,87,,54,,37,,15,,19,,6,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20170630","S08000031",,"Inpatient/Day case","C6",,84,,39,,37,,35,,19,,18,,8,,7,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,
"20180630","S08000031",,"Inpatient/Day case","C6",,73,,37,,50,,28,,29,,26,,13,,16,,3,,2,,0,,0,,0,,0,,0,,0,,0,,0,
"20190630","S08000031",,"Inpatient/Day case","C6",,83,,49,,51,,36,,28,,17,,12,,24,,12,,10,,9,,4,,2,,0,,0,,0,,0,,0,
"20200630","S08000031",,"Inpatient/Day case","C6",,84,,46,,37,,57,,54,,57,,25,,26,,22,,30,,17,,14,,18,,38,,12,,4,,2,,0,
"20210630","S08000031",,"Inpatient/Day case","C6",,62,,61,,35,,27,,39,,40,,28,,35,,30,,27,,27,,26,,25,,92,,89,,45,,34,,24,
"20130930","S08000031",,"Inpatient/Day case","C6",,78,,32,,9,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20140930","S08000031",,"Inpatient/Day case","C6",,107,,70,,17,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20150930","S08000031",,"Inpatient/Day case","C6",,122,,50,,49,,11,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160930","S08000031",,"Inpatient/Day case","C6",,95,,69,,43,,36,,7,,6,,1,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20170930","S08000031",,"Inpatient/Day case","C6",,64,,39,,32,,20,,13,,13,,14,,15,,1,,2,,2,,1,,0,,0,,0,,0,,0,,0,
"20180930","S08000031",,"Inpatient/Day case","C6",,71,,39,,33,,31,,29,,27,,11,,9,,21,,3,,3,,1,,0,,0,,0,,0,,0,,0,
"20190930","S08000031",,"Inpatient/Day case","C6",,61,,41,,42,,33,,35,,42,,23,,21,,17,,10,,19,,10,,10,,7,,0,,0,,0,,0,
"20200930","S08000031",,"Inpatient/Day case","C6",,76,,52,,48,,54,,50,,28,,39,,49,,45,,27,,28,,18,,27,,51,,33,,7,,4,,2,
"20210930","S08000031",,"Inpatient/Day case","C6",,79,,49,,40,,43,,28,,48,,19,,36,,37,,26,,32,,25,,28,,79,,88,,82,,35,,44,
"20130331","S08000031",,"Inpatient/Day case","C6",,68,,26,,7,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20140331","S08000031",,"Inpatient/Day case","C6",,42,,21,,6,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20150331","S08000031",,"Inpatient/Day case","C6",,104,,58,,20,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160331","S08000031",,"Inpatient/Day case","C6",,92,,63,,59,,11,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20170331","S08000031",,"Inpatient/Day case","C6",,86,,53,,43,,30,,24,,19,,6,,4,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20180331","S08000031",,"Inpatient/Day case","C6",,70,,60,,42,,32,,24,,20,,7,,2,,5,,1,,0,,0,,0,,0,,0,,0,,0,,0,
"20190331","S08000031",,"Inpatient/Day case","C6",,99,,52,,34,,22,,33,,14,,14,,19,,8,,4,,6,,4,,1,,0,,0,,0,,0,,0,
"20200331","S08000031",,"Inpatient/Day case","C6",,69,,64,,62,,27,,28,,30,,31,,13,,17,,16,,13,,18,,7,,12,,7,,2,,0,,0,
"20210331","S08000031",,"Inpatient/Day case","C6",,68,,69,,47,,31,,38,,34,,41,,21,,27,,35,,36,,23,,31,,104,,53,,41,,25,,6,
"20220331","S08000031",,"Inpatient/Day case","C6",,59,,57,,38,,24,,27,,41,,42,,39,,30,,28,,23,,43,,24,,92,,84,,75,,80,,117,
"20121231","S08000031",,"Inpatient/Day case","C6",,74,,41,,6,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20131231","S08000031",,"Inpatient/Day case","C6",,67,,27,,13,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20141231","S08000031",,"Inpatient/Day case","C6",,105,,53,,12,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20151231","S08000031",,"Inpatient/Day case","C6",,101,,74,,31,,0,,0,,0,,0,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20161231","S08000031",,"Inpatient/Day case","C6",,95,,57,,40,,30,,22,,20,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20171231","S08000031",,"Inpatient/Day case","C6",,84,,54,,35,,22,,18,,7,,7,,8,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,
"20181231","S08000031",,"Inpatient/Day case","C6",,68,,52,,37,,26,,23,,24,,20,,22,,17,,14,,5,,3,,0,,0,,0,,0,,0,,0,
"20191231","S08000031",,"Inpatient/Day case","C6",,56,,41,,35,,43,,25,,27,,23,,22,,26,,13,,14,,11,,6,,17,,4,,0,,0,,0,
"20201231","S08000031",,"Inpatient/Day case","C6",,66,,47,,51,,44,,25,,31,,43,,43,,24,,34,,39,,37,,31,,56,,47,,31,,2,,5,
"20211231","S08000031",,"Inpatient/Day case","C6",,52,,48,,39,,43,,44,,40,,30,,19,,49,,21,,29,,39,,25,,90,,75,,81,,81,,65,
"20130630","S08000031",,"Inpatient/Day case","C7",,1163,,519,,37,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20140630","S08000031",,"Inpatient/Day case","C7",,1275,,622,,24,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,
"20150630","S08000031",,"Inpatient/Day case","C7",,1127,,636,,13,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,
"20160630","S08000031",,"Inpatient/Day case","C7",,1102,,797,,37,,0,,0,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,
"20170630","S08000031",,"Inpatient/Day case","C7",,1056,,655,,218,,25,,14,,8,,4,,4,,3,,2,,0,,0,,0,,0,,0,,0,,0,,1,
"20180630","S08000031",,"Inpatient/Day case","C7",,990,,620,,334,,90,,54,,25,,6,,15,,6,,2,,6,,1,,0,,0,,0,,0,,0,,1,
"20190630","S08000031",,"Inpatient/Day case","C7",,965,,716,,665,,410,,298,,167,,49,,48,,22,,16,,16,,11,,6,,8,,1,,0,,0,,1,
"20200630","S08000031",,"Inpatient/Day case","C7",,163,,126,,145,,443,,1014,,705,,189,,170,,101,,56,,77,,31,,21,,49,,18,,4,,1,,1,
"20210630","S08000031",,"Inpatient/Day case","C7",,569,,314,,241,,170,,230,,216,,100,,149,,115,,74,,73,,37,,18,,31,,137,,48,,31,,17,
"20130930","S08000031",,"Inpatient/Day case","C7",,1286,,571,,30,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20140930","S08000031",,"Inpatient/Day case","C7",,1338,,562,,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,
"20150930","S08000031",,"Inpatient/Day case","C7",,1101,,780,,9,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,
"20160930","S08000031",,"Inpatient/Day case","C7",,1011,,702,,250,,11,,2,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,
"20170930","S08000031",,"Inpatient/Day case","C7",,1044,,634,,265,,31,,22,,8,,1,,3,,5,,3,,4,,0,,0,,0,,0,,0,,0,,1,
"20180930","S08000031",,"Inpatient/Day case","C7",,1090,,744,,288,,81,,66,,34,,19,,16,,6,,1,,2,,1,,0,,1,,0,,0,,0,,1,
"20190930","S08000031",,"Inpatient/Day case","C7",,1167,,1080,,596,,386,,295,,243,,109,,64,,29,,15,,23,,8,,3,,19,,4,,1,,0,,1,
"20200930","S08000031",,"Inpatient/Day case","C7",,473,,254,,119,,77,,114,,113,,113,,578,,528,,146,,87,,72,,50,,83,,45,,13,,4,,2,
"20210930","S08000031",,"Inpatient/Day case","C7",,561,,486,,231,,231,,204,,173,,125,,180,,159,,74,,98,,80,,31,,86,,18,,69,,29,,40,
"20130331","S08000031",,"Inpatient/Day case","C7",,1109,,479,,19,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20140331","S08000031",,"Inpatient/Day case","C7",,1323,,715,,61,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,
"20150331","S08000031",,"Inpatient/Day case","C7",,1130,,610,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,
"20160331","S08000031",,"Inpatient/Day case","C7",,1063,,809,,10,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,
